mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_p	param_n_neighbors	param_leaf_size	param_algorithm	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.0035400390625	0.0010194970580521615	20.859093570709227	6.970463551410831	3	7	40	brute	{'p': 3, 'n_neighbors': 7, 'leaf_size': 40, 'algorithm': 'brute'}	0.6539118885993958	0.6656535267829895	0.6486606001853943	0.6245308518409729	0.647819459438324	0.6481152653694153	0.01340000676844739	9
0.052568817138671876	0.0011556824571303218	0.6565523624420166	0.018512553070619383	2	8	10	kd_tree	{'p': 2, 'n_neighbors': 8, 'leaf_size': 10, 'algorithm': 'kd_tree'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.020102405548095705	4.991703919637792e-05	0.20928573608398438	0.006404284002295289	2	8	30	kd_tree	{'p': 2, 'n_neighbors': 8, 'leaf_size': 30, 'algorithm': 'kd_tree'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.004187297821044922	0.00027812736283015473	0.11976661682128906	0.010141424454402078	2	8	50	auto	{'p': 2, 'n_neighbors': 8, 'leaf_size': 50, 'algorithm': 'auto'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.005495882034301758	0.004206092684573244	0.160162353515625	0.0450301645637387	2	8	30	brute	{'p': 2, 'n_neighbors': 8, 'leaf_size': 30, 'algorithm': 'brute'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.0038625717163085936	0.0008295062054817586	0.10890088081359864	0.006002249091591398	2	8	10	auto	{'p': 2, 'n_neighbors': 8, 'leaf_size': 10, 'algorithm': 'auto'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.07718863487243652	0.0255534926066972	1.0658359050750732	0.15730897508468888	2	8	30	ball_tree	{'p': 2, 'n_neighbors': 8, 'leaf_size': 30, 'algorithm': 'ball_tree'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.016178226470947264	0.00013260948533246197	0.24051823616027831	0.0040637108371477495	2	8	20	ball_tree	{'p': 2, 'n_neighbors': 8, 'leaf_size': 20, 'algorithm': 'ball_tree'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.009404420852661133	0.006508367253215328	0.234145450592041	0.031175109208275473	2	8	40	brute	{'p': 2, 'n_neighbors': 8, 'leaf_size': 40, 'algorithm': 'brute'}	0.6427555680274963	0.65027916431427	0.6432787775993347	0.6513996124267578	0.6437516808509827	0.6462929606437683	0.0037423057349088473	12
0.0580805778503418	0.014715860578430872	0.6545270919799805	0.12212183451304875	2	7	50	kd_tree	{'p': 2, 'n_neighbors': 7, 'leaf_size': 50, 'algorithm': 'kd_tree'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.05915102958679199	0.02228561687817254	0.5849878787994385	0.12812052923108513	2	7	40	kd_tree	{'p': 2, 'n_neighbors': 7, 'leaf_size': 40, 'algorithm': 'kd_tree'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.002316570281982422	9.354648197128633e-05	0.05946016311645508	0.0016422910960313766	2	7	10	brute	{'p': 2, 'n_neighbors': 7, 'leaf_size': 10, 'algorithm': 'brute'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.0037890911102294923	0.0007187432871726885	0.10989851951599121	0.005560975028890387	2	7	50	brute	{'p': 2, 'n_neighbors': 7, 'leaf_size': 50, 'algorithm': 'brute'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.03133878707885742	0.0008351607909828849	0.502170991897583	0.023548409883900823	2	7	40	ball_tree	{'p': 2, 'n_neighbors': 7, 'leaf_size': 40, 'algorithm': 'ball_tree'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.0032706260681152344	0.0009187651046684936	0.10440559387207031	0.005392668210750961	2	7	20	brute	{'p': 2, 'n_neighbors': 7, 'leaf_size': 20, 'algorithm': 'brute'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.003913307189941406	0.0004134363667463145	0.10909090042114258	0.005224871170615032	2	7	30	auto	{'p': 2, 'n_neighbors': 7, 'leaf_size': 30, 'algorithm': 'auto'}	0.6422781944274902	0.6506654024124146	0.637811541557312	0.6417616009712219	0.6402620077133179	0.6425557494163513	0.004341496042870604	20
0.36933460235595705	0.013228050297957102	16.603709363937377	1.4640623142892926	3	6	10	ball_tree	{'p': 3, 'n_neighbors': 6, 'leaf_size': 10, 'algorithm': 'ball_tree'}	0.6383517384529114	0.6521584391593933	0.6286709308624268	0.6491548418998718	0.6220335364341736	0.6380738973617553	0.011549439837955314	27
0.16090545654296876	0.02941132495553129	15.013061237335204	3.391488548865574	3	6	20	ball_tree	{'p': 3, 'n_neighbors': 6, 'leaf_size': 20, 'algorithm': 'ball_tree'}	0.6383517384529114	0.6521584391593933	0.6286709308624268	0.6491548418998718	0.6220335364341736	0.6380738973617553	0.011549439837955314	27
0.003722858428955078	0.000931155527697626	23.835338735580443	5.904992137542447	3	6	10	brute	{'p': 3, 'n_neighbors': 6, 'leaf_size': 10, 'algorithm': 'brute'}	0.6383517384529114	0.6521584391593933	0.6286709308624268	0.6491548418998718	0.6220335364341736	0.6380738973617553	0.011549439837955314	27
0.04207258224487305	0.016891533987274842	5.482697582244873	2.4004048604973796	3	6	10	kd_tree	{'p': 3, 'n_neighbors': 6, 'leaf_size': 10, 'algorithm': 'kd_tree'}	0.6383517384529114	0.6521584391593933	0.6286709308624268	0.6491548418998718	0.6220335364341736	0.6380738973617553	0.011549439837955314	27
0.021887540817260742	0.009138148269041947	0.2438429355621338	0.10714164388467991	2	5	50	kd_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 50, 'algorithm': 'kd_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.004077005386352539	0.00016518367339419146	0.10623412132263184	0.00858983142781761	2	5	40	brute	{'p': 2, 'n_neighbors': 5, 'leaf_size': 40, 'algorithm': 'brute'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.020972537994384765	0.00659134124141733	0.24356942176818847	0.056027853762009	2	5	10	ball_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 10, 'algorithm': 'ball_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.12866668701171874	0.05066994161908772	1.2810121059417725	0.1007802764379662	2	5	20	kd_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 20, 'algorithm': 'kd_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.06071105003356934	0.013173231712177769	0.7362929821014405	0.03410952424262311	2	5	40	kd_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 40, 'algorithm': 'kd_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.08881998062133789	0.011225394125565481	1.1164753437042236	0.045571116982276776	2	5	10	kd_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 10, 'algorithm': 'kd_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.03828363418579102	0.008297886300628669	0.6016401767730712	0.10135210141612801	2	5	50	ball_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 50, 'algorithm': 'ball_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.014290189743041993	9.297219235181504e-05	0.2479529857635498	0.002962508705507636	2	5	40	ball_tree	{'p': 2, 'n_neighbors': 5, 'leaf_size': 40, 'algorithm': 'ball_tree'}	0.651141345500946	0.6495901346206665	0.6175687909126282	0.6389148235321045	0.6199232935905457	0.6354276776313782	0.014275717086999528	31
0.0037749767303466796	0.00019399606282551448	0.33385348320007324	0.002917271074981727	1	8	50	auto	{'p': 1, 'n_neighbors': 8, 'leaf_size': 50, 'algorithm': 'auto'}	0.6551012992858887	0.623975932598114	0.6260172724723816	0.6448155045509338	0.6263739466667175	0.6352567911148072	0.012463586211138784	39
0.026362800598144533	8.628231017449488e-05	0.41997590065002444	0.004901429784545598	1	8	10	kd_tree	{'p': 1, 'n_neighbors': 8, 'leaf_size': 10, 'algorithm': 'kd_tree'}	0.6551012992858887	0.623975932598114	0.6260172724723816	0.6448155045509338	0.6263739466667175	0.6352567911148072	0.012463586211138784	39
0.002124309539794922	3.077354965260039e-05	0.18437390327453612	0.0017748297274405125	1	8	40	brute	{'p': 1, 'n_neighbors': 8, 'leaf_size': 40, 'algorithm': 'brute'}	0.6551012992858887	0.623975932598114	0.6260172724723816	0.6448155045509338	0.6263739466667175	0.6352567911148072	0.012463586211138784	39
0.018007516860961914	0.007015937584376611	0.2681790828704834	0.003680313045265948	1	8	40	ball_tree	{'p': 1, 'n_neighbors': 8, 'leaf_size': 40, 'algorithm': 'ball_tree'}	0.6551012992858887	0.623975932598114	0.6260172724723816	0.6448155045509338	0.6263739466667175	0.6352567911148072	0.012463586211138784	39
0.020040130615234374	0.0001558813854411597	0.20067896842956542	0.0064217490858954635	2	6	40	kd_tree	{'p': 2, 'n_neighbors': 6, 'leaf_size': 40, 'algorithm': 'kd_tree'}	0.6424198150634766	0.6321830749511719	0.64078688621521	0.6486709117889404	0.6086927652359009	0.6345506906509399	0.013960170557649703	43
0.0036674976348876954	0.0007476973227669219	0.10934462547302246	0.002138877056231018	2	6	50	brute	{'p': 2, 'n_neighbors': 6, 'leaf_size': 50, 'algorithm': 'brute'}	0.6424198150634766	0.6321830749511719	0.64078688621521	0.6486709117889404	0.6086927652359009	0.6345506906509399	0.013960170557649703	43
0.01408247947692871	6.068779028582677e-05	0.2445711612701416	0.0023346079739493954	2	6	40	ball_tree	{'p': 2, 'n_neighbors': 6, 'leaf_size': 40, 'algorithm': 'ball_tree'}	0.6424198150634766	0.6321830749511719	0.64078688621521	0.6486709117889404	0.6086927652359009	0.6345506906509399	0.013960170557649703	43
0.0038973331451416016	0.0006581423264658004	0.11146440505981445	0.006722852920381716	2	6	40	auto	{'p': 2, 'n_neighbors': 6, 'leaf_size': 40, 'algorithm': 'auto'}	0.6424198150634766	0.6321830749511719	0.64078688621521	0.6486709117889404	0.6086927652359009	0.6345506906509399	0.013960170557649703	43
0.004072713851928711	0.001004965419672423	27.629640579223633	1.445697662781842	3	5	30	auto	{'p': 3, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'auto'}	0.6332806944847107	0.6293573975563049	0.6160371899604797	0.6561150550842285	0.6100695133209229	0.6289719700813293	0.016000450819593386	47
0.20003700256347656	0.07894353518293958	19.161519289016724	6.505257567781841	3	5	30	ball_tree	{'p': 3, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'ball_tree'}	0.6332806944847107	0.6293573975563049	0.6160371899604797	0.6561150550842285	0.6100695133209229	0.6289719700813293	0.016000450819593386	47
0.0038562297821044924	0.0008401796495410627	26.195702600479127	0.6658098939408396	3	5	30	brute	{'p': 3, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'brute'}	0.6332806944847107	0.6293573975563049	0.6160371899604797	0.6561150550842285	0.6100695133209229	0.6289719700813293	0.016000450819593386	47
0.003226566314697266	0.0009184794390711364	21.474126291275024	7.8431243955920715	3	5	40	brute	{'p': 3, 'n_neighbors': 5, 'leaf_size': 40, 'algorithm': 'brute'}	0.6332806944847107	0.6293573975563049	0.6160371899604797	0.6561150550842285	0.6100695133209229	0.6289719700813293	0.016000450819593386	47
0.009131765365600586	0.005592598406879603	30.244524049758912	3.1614286685473845	3	5	40	auto	{'p': 3, 'n_neighbors': 5, 'leaf_size': 40, 'algorithm': 'auto'}	0.6332806944847107	0.6293573975563049	0.6160371899604797	0.6561150550842285	0.6100695133209229	0.6289719700813293	0.016000450819593386	47
0.030220699310302735	0.0017242154674605359	0.5311546325683594	0.02236974512230124	1	7	30	ball_tree	{'p': 1, 'n_neighbors': 7, 'leaf_size': 30, 'algorithm': 'ball_tree'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.002279806137084961	5.751047548096698e-05	0.18752269744873046	0.0011138181078357145	1	7	10	brute	{'p': 1, 'n_neighbors': 7, 'leaf_size': 10, 'algorithm': 'brute'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.012514829635620117	0.0005787683760502975	0.25977139472961425	0.006289221245212129	1	7	50	ball_tree	{'p': 1, 'n_neighbors': 7, 'leaf_size': 50, 'algorithm': 'ball_tree'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.01764678955078125	0.00012934000259701343	0.26112542152404783	0.0031109374351618456	1	7	50	kd_tree	{'p': 1, 'n_neighbors': 7, 'leaf_size': 50, 'algorithm': 'kd_tree'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.02064213752746582	0.00023012670099519097	0.281740665435791	0.0022280269513543535	1	7	40	kd_tree	{'p': 1, 'n_neighbors': 7, 'leaf_size': 40, 'algorithm': 'kd_tree'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.002138662338256836	2.683216541523378e-05	0.18575115203857423	0.0018751619845837095	1	7	20	brute	{'p': 1, 'n_neighbors': 7, 'leaf_size': 20, 'algorithm': 'brute'}	0.652320384979248	0.6156556010246277	0.6105406284332275	0.6371029019355774	0.6107327342033386	0.6252704501152039	0.016688103822675403	52
0.004062128067016601	0.00012510515089895157	0.32867798805236814	0.00399202221284461	1	5	30	auto	{'p': 1, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'auto'}	0.6315768361091614	0.5948750972747803	0.6192873120307922	0.6425176858901978	0.631811261177063	0.6240136384963989	0.016320523238763634	58
0.004458808898925781	0.002154421924406243	0.551274299621582	0.015096689874563744	1	5	30	brute	{'p': 1, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'brute'}	0.6315768361091614	0.5948750972747803	0.6192873120307922	0.6425176858901978	0.631811261177063	0.6240136384963989	0.016320523238763634	58
0.0041315555572509766	8.998373279827621e-05	0.32573542594909666	0.0074966267124170795	1	5	10	brute	{'p': 1, 'n_neighbors': 5, 'leaf_size': 10, 'algorithm': 'brute'}	0.6315768361091614	0.5948750972747803	0.6192873120307922	0.6425176858901978	0.631811261177063	0.6240136384963989	0.016320523238763634	58
0.040949249267578126	0.0014922956670681952	0.5604746341705322	0.008534130029463058	1	5	30	kd_tree	{'p': 1, 'n_neighbors': 5, 'leaf_size': 30, 'algorithm': 'kd_tree'}	0.6315768361091614	0.5948750972747803	0.6192873120307922	0.6425176858901978	0.631811261177063	0.6240136384963989	0.016320523238763634	58
0.0033313751220703123	0.0009141781347431627	0.2860291004180908	0.07946030909486904	1	6	30	brute	{'p': 1, 'n_neighbors': 6, 'leaf_size': 30, 'algorithm': 'brute'}	0.6440614461898804	0.6135937571525574	0.6096541285514832	0.6278002858161926	0.6124784350395203	0.6215176105499267	0.012906842259522057	62
0.029532623291015626	0.007317493162130651	0.3998514175415039	0.003371252570467754	1	6	10	kd_tree	{'p': 1, 'n_neighbors': 6, 'leaf_size': 10, 'algorithm': 'kd_tree'}	0.6440614461898804	0.6135937571525574	0.6096541285514832	0.6278002858161926	0.6124784350395203	0.6215176105499267	0.012906842259522057	62
0.004207706451416016	0.00028018083098001173	0.349546480178833	0.007363127497623139	1	6	50	brute	{'p': 1, 'n_neighbors': 6, 'leaf_size': 50, 'algorithm': 'brute'}	0.6440614461898804	0.6135937571525574	0.6096541285514832	0.6278002858161926	0.6124784350395203	0.6215176105499267	0.012906842259522057	62
0.002286481857299805	0.00012874659785393905	0.05498056411743164	0.004564743220773243	2	3	40	brute	{'p': 2, 'n_neighbors': 3, 'leaf_size': 40, 'algorithm': 'brute'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.0039293766021728516	0.00024655501477619066	0.09042720794677735	0.007538606539668518	2	3	20	brute	{'p': 2, 'n_neighbors': 3, 'leaf_size': 20, 'algorithm': 'brute'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.004178190231323242	5.2324399717531666e-05	0.10512447357177734	0.006648197777743755	2	3	50	brute	{'p': 2, 'n_neighbors': 3, 'leaf_size': 50, 'algorithm': 'brute'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.11291828155517578	0.05740390985731861	0.906918716430664	0.2729698523764872	2	3	30	kd_tree	{'p': 2, 'n_neighbors': 3, 'leaf_size': 30, 'algorithm': 'kd_tree'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.022116994857788085	0.008212748327389755	0.43779664039611815	0.16004203266204592	2	3	50	ball_tree	{'p': 2, 'n_neighbors': 3, 'leaf_size': 50, 'algorithm': 'ball_tree'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.02019963264465332	0.0004210964737841907	0.1900040626525879	0.00564708025834266	2	3	40	kd_tree	{'p': 2, 'n_neighbors': 3, 'leaf_size': 40, 'algorithm': 'kd_tree'}	0.5930089354515076	0.6195346117019653	0.5977011322975159	0.6533379554748535	0.61762535572052	0.6162415981292725	0.0213185550173067	65
0.031072330474853516	0.01187462207115101	8.17555742263794	3.1963448797825786	3	4	30	kd_tree	{'p': 3, 'n_neighbors': 4, 'leaf_size': 30, 'algorithm': 'kd_tree'}	0.5852420926094055	0.625778317451477	0.6140580773353577	0.6661681532859802	0.5875025391578674	0.6157498359680176	0.02957725947827384	71
0.2173370361328125	0.05128901932532135	24.07349419593811	6.475599808853684	3	4	50	ball_tree	{'p': 3, 'n_neighbors': 4, 'leaf_size': 50, 'algorithm': 'ball_tree'}	0.5852420926094055	0.625778317451477	0.6140580773353577	0.6661681532859802	0.5875025391578674	0.6157498359680176	0.02957725947827384	71
0.010759496688842773	0.006382676424249501	43.06771397590637	2.209201286989359	3	4	40	brute	{'p': 3, 'n_neighbors': 4, 'leaf_size': 40, 'algorithm': 'brute'}	0.5852420926094055	0.625778317451477	0.6140580773353577	0.6661681532859802	0.5875025391578674	0.6157498359680176	0.02957725947827384	71
0.0038753509521484374	0.0009176842247063755	24.04320182800293	5.835709240695042	3	4	10	brute	{'p': 3, 'n_neighbors': 4, 'leaf_size': 10, 'algorithm': 'brute'}	0.5852420926094055	0.625778317451477	0.6140580773353577	0.6661681532859802	0.5875025391578674	0.6157498359680176	0.02957725947827384	71
0.0037882328033447266	0.0006738828153061479	37.98619031906128	3.326238317932254	3	4	40	auto	{'p': 3, 'n_neighbors': 4, 'leaf_size': 40, 'algorithm': 'auto'}	0.5852420926094055	0.625778317451477	0.6140580773353577	0.6661681532859802	0.5875025391578674	0.6157498359680176	0.02957725947827384	71
0.03209609985351562	0.01238655827115314	0.3942631721496582	0.1803388390926168	1	4	20	kd_tree	{'p': 1, 'n_neighbors': 4, 'leaf_size': 20, 'algorithm': 'kd_tree'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.0020893573760986327	2.9223777431832904e-05	0.1783442497253418	0.0015549403615185858	1	4	20	auto	{'p': 1, 'n_neighbors': 4, 'leaf_size': 20, 'algorithm': 'auto'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.002577972412109375	0.0008239182093090975	0.2156440258026123	0.06252095036012184	1	4	40	auto	{'p': 1, 'n_neighbors': 4, 'leaf_size': 40, 'algorithm': 'auto'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.030029821395874023	0.0019889834686673395	0.5209044456481934	0.02657064569553876	1	4	30	ball_tree	{'p': 1, 'n_neighbors': 4, 'leaf_size': 30, 'algorithm': 'ball_tree'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.003287982940673828	0.0009659874602232473	0.28584980964660645	0.07789563143559534	1	4	20	brute	{'p': 1, 'n_neighbors': 4, 'leaf_size': 20, 'algorithm': 'brute'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.05663905143737793	0.012231338770592374	0.7847548007965088	0.020090631600990585	1	4	10	ball_tree	{'p': 1, 'n_neighbors': 4, 'leaf_size': 10, 'algorithm': 'ball_tree'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.02095193862915039	0.0004487008115973191	0.27087039947509767	0.0030901682536803162	1	4	30	kd_tree	{'p': 1, 'n_neighbors': 4, 'leaf_size': 30, 'algorithm': 'kd_tree'}	0.6192899942398071	0.580007791519165	0.6228533387184143	0.6274538040161133	0.626282811164856	0.6151775479316711	0.017814460866853624	76
0.0038515567779541016	0.00033964125693797226	0.17135252952575683	0.05814487901330609	2	4	30	brute	{'p': 2, 'n_neighbors': 4, 'leaf_size': 30, 'algorithm': 'brute'}	0.5896259546279907	0.6143561005592346	0.6211043000221252	0.6330986618995667	0.6109205484390259	0.6138211131095886	0.01427426971779616	83
0.0037031173706054688	0.0007862277395445637	0.10786190032958984	0.005936095426123549	2	4	50	brute	{'p': 2, 'n_neighbors': 4, 'leaf_size': 50, 'algorithm': 'brute'}	0.5896259546279907	0.6143561005592346	0.6211043000221252	0.6330986618995667	0.6109205484390259	0.6138211131095886	0.01427426971779616	83
0.004181480407714844	0.00028429588023215876	0.11392545700073242	0.005188597102590453	2	4	40	brute	{'p': 2, 'n_neighbors': 4, 'leaf_size': 40, 'algorithm': 'brute'}	0.5896259546279907	0.6143561005592346	0.6211043000221252	0.6330986618995667	0.6109205484390259	0.6138211131095886	0.01427426971779616	83
0.03795990943908691	0.0018757205569347906	0.4240108966827393	0.02737482343754098	2	4	10	ball_tree	{'p': 2, 'n_neighbors': 4, 'leaf_size': 10, 'algorithm': 'ball_tree'}	0.5896259546279907	0.6143561005592346	0.6211043000221252	0.6330986618995667	0.6109205484390259	0.6138211131095886	0.01427426971779616	83
0.003669929504394531	0.0007513940477819823	0.10924758911132812	0.0062857287919323174	2	4	40	auto	{'p': 2, 'n_neighbors': 4, 'leaf_size': 40, 'algorithm': 'auto'}	0.5896259546279907	0.6143561005592346	0.6211043000221252	0.6330986618995667	0.6109205484390259	0.6138211131095886	0.01427426971779616	83
