mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_decision_function_shape	param_gamma	param_shrinking	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.8176406383514404	0.04934382789188407	0.2525146007537842	0.07396122873648142	1	ovo	scale	False	{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': False}	0.6904135346412659	0.669857382774353	0.6549360156059265	0.6792157292366028	0.6611087322235107	0.6711062788963318	0.012661132691046	9
0.9228311061859131	0.16029359416261435	0.23517203330993652	0.019400300320097832	0.5	ovr	scale	False	{'C': 0.5, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': False}	0.6901822090148926	0.6612755656242371	0.6549360156059265	0.6819776892662048	0.6615308523178101	0.6699804663658142	0.01360551753171392	13
0.760828161239624	0.10470253691705642	0.23285012245178222	0.03776051182662531	0.5	ovr	scale	True	{'C': 0.5, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': True}	0.6901822090148926	0.6612755656242371	0.6549360156059265	0.6819776892662048	0.6615308523178101	0.6699804663658142	0.01360551753171392	13
0.9923308372497559	0.21106058523121898	0.2756842613220215	0.047000769087417286	0.5	ovo	scale	False	{'C': 0.5, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': False}	0.6901822090148926	0.6612755656242371	0.6549360156059265	0.6819776892662048	0.6615308523178101	0.6699804663658142	0.01360551753171392	13
0.7885636806488037	0.20189978055705082	0.2601771354675293	0.05772873537630885	0.5	ovo	scale	True	{'C': 0.5, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': True}	0.6901822090148926	0.6612755656242371	0.6549360156059265	0.6819776892662048	0.6615308523178101	0.6699804663658142	0.01360551753171392	13
0.8296847820281983	0.07278640670728839	0.17732205390930175	0.03206137427320744	3	ovo	auto	True	{'C': 3, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': True}	0.6888538002967834	0.665524423122406	0.647114098072052	0.6676623225212097	0.6429672837257385	0.6624243855476379	0.016422812758959893	17
0.8090596675872803	0.06303414172129075	0.20530500411987304	0.011406742180508345	3	ovo	auto	False	{'C': 3, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': False}	0.6888538002967834	0.665524423122406	0.647114098072052	0.6676623225212097	0.6429672837257385	0.6624243855476379	0.016422812758959893	17
0.6439694404602051	0.038912964432510744	0.12921714782714844	0.013590691931614201	3	ovr	auto	False	{'C': 3, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': False}	0.6888538002967834	0.665524423122406	0.647114098072052	0.6676623225212097	0.6429672837257385	0.6624243855476379	0.016422812758959893	17
0.7118988990783691	0.0432030333517028	0.13581323623657227	0.03269771341679485	3	ovr	auto	True	{'C': 3, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': True}	0.6888538002967834	0.665524423122406	0.647114098072052	0.6676623225212097	0.6429672837257385	0.6624243855476379	0.016422812758959893	17
1.008089017868042	0.12475843978203331	0.24990029335021974	0.036504486574403576	2	ovo	auto	False	{'C': 2, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': False}	0.6769784688949585	0.6593761444091797	0.6473811268806458	0.66492760181427	0.625331461429596	0.65479896068573	0.017543251335612284	21
1.04912428855896	0.1339421766718	0.2269150733947754	0.012539150821179339	2	ovr	auto	True	{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': True}	0.6769784688949585	0.6593761444091797	0.6473811268806458	0.66492760181427	0.625331461429596	0.65479896068573	0.017543251335612284	21
0.9870091915130615	0.15820256237449962	0.22054615020751953	0.014115721127054138	2	ovr	auto	False	{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': False}	0.6769784688949585	0.6593761444091797	0.6473811268806458	0.66492760181427	0.625331461429596	0.65479896068573	0.017543251335612284	21
0.9735936164855957	0.1611574046093246	0.24438848495483398	0.027376815953690136	2	ovo	auto	True	{'C': 2, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': True}	0.6769784688949585	0.6593761444091797	0.6473811268806458	0.66492760181427	0.625331461429596	0.65479896068573	0.017543251335612284	21
0.9457557678222657	0.15642378643137222	0.2760115623474121	0.05580567118512976	1	ovr	auto	True	{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': True}	0.6477653980255127	0.650159478187561	0.6436309814453125	0.659061849117279	0.6161706447601318	0.6433576703071594	0.014501882245103308	25
1.0886610507965089	0.20278278894819426	0.3387001037597656	0.08430198576583925	1	ovo	auto	False	{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': False}	0.6477653980255127	0.650159478187561	0.6436309814453125	0.659061849117279	0.6161706447601318	0.6433576703071594	0.014501882245103308	25
0.9659358501434326	0.2246928542535125	0.24919872283935546	0.013242408820037263	1	ovo	auto	True	{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': True}	0.6477653980255127	0.650159478187561	0.6436309814453125	0.659061849117279	0.6161706447601318	0.6433576703071594	0.014501882245103308	25
1.2688347339630126	0.2459800942731403	0.3208611488342285	0.07709759398869609	1	ovr	auto	False	{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': False}	0.6477653980255127	0.650159478187561	0.6436309814453125	0.659061849117279	0.6161706447601318	0.6433576703071594	0.014501882245103308	25
1.176625919342041	0.34463538445126	0.3523251533508301	0.058202062306120135	0.5	ovr	auto	False	{'C': 0.5, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': False}	0.630823016166687	0.6376840472221375	0.6370080709457397	0.6389123201370239	0.5917888283729553	0.6272432565689087	0.01794636404019003	29
1.1065150260925294	0.2050346247390382	0.3854825496673584	0.07516545449713158	0.5	ovr	auto	True	{'C': 0.5, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'shrinking': True}	0.630823016166687	0.6376840472221375	0.6370080709457397	0.6389123201370239	0.5917888283729553	0.6272432565689087	0.01794636404019003	29
1.099891757965088	0.09753874157907752	0.39290990829467776	0.0653914503850097	0.5	ovo	auto	False	{'C': 0.5, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': False}	0.630823016166687	0.6376840472221375	0.6370080709457397	0.6389123201370239	0.5917888283729553	0.6272432565689087	0.01794636404019003	29
1.0688704967498779	0.1705866457237563	0.2943140983581543	0.050664609101280116	0.5	ovo	auto	True	{'C': 0.5, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'shrinking': True}	0.630823016166687	0.6376840472221375	0.6370080709457397	0.6389123201370239	0.5917888283729553	0.6272432565689087	0.01794636404019003	29
