mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_solver	param_power_t	param_momentum	param_learning_rate_init	param_learning_rate	param_hidden_layer_sizes	param_epsilon	param_beta_2	param_beta_1	param_activation	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
44.660692071914674	11.715033854786672	0.0016742229461669921	0.0003604088232644632	lbfgs	0.4	0.9	0.001	constant	[32, 16, 16]	1e-07	0.999	0.9	identity	{'solver': 'lbfgs', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.9, 'activation': 'identity'}	0.7110486030578613	0.7045311331748962	0.6964981555938721	0.6877335906028748	0.6617000699043274	0.6923023104667664	0.017181053726151807	12
3.235308313369751	0.4902214662749781	0.001636838912963867	0.000422751050885632	adam	0.6	0.9	0.001	invscaling	[32, 16, 16]	1e-07	0.999	0.8	logistic	{'solver': 'adam', 'power_t': 0.6, 'momentum': 0.9, 'learning_rate_init': 0.001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'logistic'}	0.7104046940803528	0.6974318027496338	0.6640899777412415	0.696383535861969	0.6913037300109863	0.6919227480888367	0.015276628731814994	13
1.6567784786224364	0.11099434407844737	0.001066446304321289	1.3496260644992495e-05	sgd	0.4	0.9	0.01	adaptive	[32, 16, 16]	1e-07	0.999	0.8	identity	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.01, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'identity'}	0.7226173877716064	0.6912159323692322	0.6759021282196045	0.676425576210022	0.6927081942558289	0.6917738437652587	0.016970498838548315	14
4.217296934127807	0.8819817682912371	0.001035308837890625	0.00020739350147085442	adam	0.4	1.0	0.0001	constant	[64, 64]	1e-08	0.8	0.9	identity	{'solver': 'adam', 'power_t': 0.4, 'momentum': 1.0, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.9, 'activation': 'identity'}	0.7203947901725769	0.7049390077590942	0.6819051504135132	0.6763306260108948	0.6654282808303833	0.6897995710372925	0.020014815121045592	15
2.5312536716461183	0.3967499235902357	0.0017356395721435547	0.0004965646585145127	adam	0.5	0.7	0.001	constant	[64, 64]	1e-09	0.999	0.8	tanh	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.7, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'tanh'}	0.6834267973899841	0.6860740780830383	0.684035062789917	0.6971490979194641	0.6965370178222656	0.6894444108009339	0.0061073584740170914	16
1.0863237380981445	0.20576527011010076	0.0009000301361083984	0.0002468897315587053	sgd	0.4	0.9	0.01	constant	[32, 16]	1e-07	0.999	0.8	identity	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'identity'}	0.7104046940803528	0.6904891729354858	0.6782848834991455	0.6908230781555176	0.6697537899017334	0.687951123714447	0.013736315343846214	17
0.6987052917480469	0.18248205069325885	0.0010426044464111328	5.429519236750282e-05	adam	0.4	0.8	0.01	constant	[64, 64, 32]	1e-09	0.9	0.9	identity	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.8, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64, 32], 'epsilon': 1e-09, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'identity'}	0.7072525024414062	0.6974557042121887	0.6752238273620605	0.6696485280990601	0.6869643926620483	0.6873089909553528	0.013847464140915304	18
3.850922107696533	0.6870759366869513	0.0011539936065673828	0.00025725929901022996	sgd	0.5	0.9	0.001	constant	[64, 32, 16]	1e-09	0.999	0.8	identity	{'solver': 'sgd', 'power_t': 0.5, 'momentum': 0.9, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 32, 16], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'identity'}	0.7058256268501282	0.6982476711273193	0.6695927977561951	0.6793271899223328	0.6778430938720703	0.6861672759056091	0.013588074324804822	19
13.181610584259033	7.223509764814128	0.0008616447448730469	3.916572179866242e-05	adam	0.4	0.8	0.001	constant	[32, 16, 16]	1e-07	0.999	0.999	relu	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.8, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'relu'}	0.6927869319915771	0.6708004474639893	0.6964981555938721	0.6790500283241272	0.6849302053451538	0.6848131537437439	0.009270422436387864	20
0.7098629951477051	0.16535603714257288	0.000897073745727539	0.00020073386612833415	adam	0.4	0.9	0.01	constant	[64, 16]	1e-07	0.9	0.8	identity	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 16], 'epsilon': 1e-07, 'beta_2': 0.9, 'beta_1': 0.8, 'activation': 'identity'}	0.7164362072944641	0.6920326352119446	0.6872089505195618	0.6738142967224121	0.6541786193847656	0.6847341418266296	0.020578127259225122	21
2.952220249176025	0.27224884820579165	0.0009004116058349609	0.000330681037581534	sgd	0.6	0.9	0.001	adaptive	[32, 16, 16]	1e-08	0.8	0.999	identity	{'solver': 'sgd', 'power_t': 0.6, 'momentum': 0.9, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.999, 'activation': 'identity'}	0.7030973434448242	0.7074333429336548	0.6614950895309448	0.679598867893219	0.6693803071975708	0.6842009902000428	0.018183533644878826	22
3.1049540519714354	0.65173509538063	0.001304483413696289	1.3602485145321222e-05	adam	0.5	0.7	0.0001	invscaling	[64, 16]	1e-09	0.999	0.999	tanh	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.7, 'learning_rate_init': 0.0001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 16], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'tanh'}	0.7170870304107666	0.6994202136993408	0.6498899459838867	0.6992053389549255	0.6548271775245667	0.6840859413146972	0.026751632964318137	23
0.7767292499542237	0.1881212667734726	0.001068449020385742	9.230717608062877e-05	adam	0.6	0.7	0.001	adaptive	[64, 64, 32]	1e-09	0.999	0.999	identity	{'solver': 'adam', 'power_t': 0.6, 'momentum': 0.7, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [64, 64, 32], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'identity'}	0.6984434723854065	0.6858132481575012	0.6752238273620605	0.6774539351463318	0.6738510131835938	0.6821570992469788	0.009141055214144432	24
66.91224112510682	21.693939115585376	0.007973051071166993	0.004906172324619143	adam	0.4	0.8	0.0001	constant	[64, 32, 16]	1e-08	0.8	0.8	logistic	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.8, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 32, 16], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.8, 'activation': 'logistic'}	0.6973314881324768	0.6904891729354858	0.6520947217941284	0.7020172476768494	0.6624063849449158	0.6808678030967712	0.019897923793201093	25
1.0996315956115723	0.5807809489105791	0.00072021484375	0.00011588177026515682	adam	0.5	0.9	0.01	constant	[16, 16]	1e-08	0.8	0.9	tanh	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.9, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [16, 16], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.9, 'activation': 'tanh'}	0.6757944822311401	0.6772830486297607	0.6780431866645813	0.7162825465202332	0.6511361598968506	0.6797078847885132	0.020871104972623098	26
0.5903979778289795	0.08714650375961161	0.0008382320404052735	1.3936702928261996e-05	adam	0.5	0.7	0.01	constant	[64, 64, 16]	1e-09	0.9	0.9	identity	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.7, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64, 16], 'epsilon': 1e-09, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'identity'}	0.7072525024414062	0.6330858469009399	0.6621825098991394	0.7130409479141235	0.6802689433097839	0.6791661500930786	0.029493726943356967	27
12.080954313278198	3.1028654691284574	0.0024904251098632813	0.0006438116551846203	adam	0.6	1.0	0.0001	invscaling	[64, 32, 32]	1e-07	0.9	0.9	logistic	{'solver': 'adam', 'power_t': 0.6, 'momentum': 1.0, 'learning_rate_init': 0.0001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 32, 32], 'epsilon': 1e-07, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'logistic'}	0.6997566223144531	0.6960111260414124	0.6434352993965149	0.6879197955131531	0.6596526503562927	0.6773550987243653	0.022024613037765754	28
5.587669754028321	0.5359883599283174	0.0015415668487548829	0.0010813068699883552	adam	0.5	0.7	0.001	invscaling	[32, 16, 16]	1e-08	0.9	0.9	relu	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.7, 'learning_rate_init': 0.001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-08, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'relu'}	0.6856085062026978	0.6812205910682678	0.6589621901512146	0.6707306504249573	0.6677197217941284	0.6728483319282532	0.009555406018909095	29
7.370638847351074	3.7659674070731874	0.0013857841491699218	0.0006191182966116596	adam	0.6	0.8	0.001	adaptive	[64, 64]	1e-09	0.8	0.9	relu	{'solver': 'adam', 'power_t': 0.6, 'momentum': 0.8, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [64, 64], 'epsilon': 1e-09, 'beta_2': 0.8, 'beta_1': 0.9, 'activation': 'relu'}	0.7068235874176025	0.6705859899520874	0.6367670893669128	0.6881952285766602	0.6605811715126038	0.6725906133651733	0.023861980674978953	30
5.6507542610168455	0.27721686699524545	0.0008147716522216797	6.0057559624739586e-05	sgd	0.4	0.8	0.001	adaptive	[64, 16]	1e-07	0.999	0.8	relu	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.8, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [64, 16], 'epsilon': 1e-07, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'relu'}	0.6861509084701538	0.6722738146781921	0.6440873146057129	0.6881952285766602	0.6487283110618591	0.6678871154785156	0.018432140571174267	31
5.148575162887573	1.231941223815764	0.009430456161499023	0.007959062034353847	adam	0.6	1.0	0.01	constant	[32, 16, 16]	1e-09	0.999	0.8	relu	{'solver': 'adam', 'power_t': 0.6, 'momentum': 1.0, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 16, 16], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'relu'}	0.6984434723854065	0.6540272831916809	0.6609199643135071	0.6752868890762329	0.6471019387245178	0.6671559095382691	0.018212270617107073	32
3.1220575332641602	0.15535117656300987	0.0013575077056884766	0.0012046652381947588	sgd	0.4	0.7	0.001	constant	[32, 32]	1e-09	0.9	0.9	identity	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.7, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 32], 'epsilon': 1e-09, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'identity'}	0.7082862257957458	0.6681072115898132	0.6408293843269348	0.6849226355552673	0.6203032732009888	0.66448974609375	0.031180050571762777	33
1.128603172302246	0.23574875711704366	0.001413726806640625	6.294460004151578e-05	adam	0.4	0.8	0.001	invscaling	[64, 16, 16]	1e-09	0.9	0.999	identity	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.8, 'learning_rate_init': 0.001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 16, 16], 'epsilon': 1e-09, 'beta_2': 0.9, 'beta_1': 0.999, 'activation': 'identity'}	0.6751936078071594	0.6619835495948792	0.6490325927734375	0.692101001739502	0.6412487030029297	0.6639118909835815	0.018224352964542192	34
2.267173719406128	0.3499744223656146	0.000926065444946289	0.00021496554220808172	sgd	0.6	1.0	0.01	constant	[64, 16]	1e-09	0.999	0.8	tanh	{'solver': 'sgd', 'power_t': 0.6, 'momentum': 1.0, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 16], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'tanh'}	0.6867923140525818	0.6501156687736511	0.6303210854530334	0.6908230781555176	0.6505206823348999	0.6617145657539367	0.02333061077865151	35
8.305397319793702	3.0707337287082197	0.0014542102813720702	0.00025881680809941186	adam	0.4	0.9	0.001	constant	[64, 64, 16]	1e-09	0.9	0.9	relu	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64, 16], 'epsilon': 1e-09, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'relu'}	0.7130736708641052	0.6418114304542542	0.6112658977508545	0.6702738404273987	0.6699157357215881	0.6612681150436401	0.03381858765930497	36
0.7705631256103516	0.02002677951347905	0.0011496543884277344	4.168331414687419e-05	adam	0.6	0.9	0.0001	invscaling	[64, 16]	1e-09	0.999	0.999	identity	{'solver': 'adam', 'power_t': 0.6, 'momentum': 0.9, 'learning_rate_init': 0.0001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 16], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'identity'}	0.6892123222351074	0.6478620767593384	0.6438483595848083	0.6572861075401306	0.5924192667007446	0.6461256265640258	0.03122048677842834	37
0.8751749515533447	0.3974595850351292	0.0011044025421142578	0.00017329461597350086	sgd	0.4	1.0	0.01	constant	[64, 32, 16]	1e-08	0.8	0.999	relu	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 1.0, 'learning_rate_init': 0.01, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 32, 16], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.999, 'activation': 'relu'}	0.5171264410018921	0.6864702105522156	0.6590638160705566	0.6933826208114624	0.6742238402366638	0.6460533857345581	0.06551118851583915	38
8.74566330909729	2.228372921752565	0.001165485382080078	0.00022090258355636098	adam	0.6	0.8	0.001	constant	[64, 64, 16]	1e-08	0.9	0.8	relu	{'solver': 'adam', 'power_t': 0.6, 'momentum': 0.8, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64, 16], 'epsilon': 1e-08, 'beta_2': 0.9, 'beta_1': 0.8, 'activation': 'relu'}	0.7042690515518188	0.6734235882759094	0.6102582216262817	0.6507335305213928	0.5915217399597168	0.6460412263870239	0.04102459972779711	39
3.472573184967041	0.49423011662318933	0.0012048244476318359	0.00044358996525992807	adam	0.4	0.7	0.01	adaptive	[32, 32]	1e-08	0.8	0.9	tanh	{'solver': 'adam', 'power_t': 0.4, 'momentum': 0.7, 'learning_rate_init': 0.01, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [32, 32], 'epsilon': 1e-08, 'beta_2': 0.8, 'beta_1': 0.9, 'activation': 'tanh'}	0.6363956332206726	0.6324965953826904	0.6515771746635437	0.65352463722229	0.6199400424957275	0.6387868165969849	0.012500257206491337	40
0.48880863189697266	0.014077398240949654	0.0008722782135009765	1.9978623383345917e-05	adam	0.5	0.8	0.0001	invscaling	[64, 32, 16]	1e-08	0.999	0.999	identity	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.8, 'learning_rate_init': 0.0001, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 32, 16], 'epsilon': 1e-08, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'identity'}	0.6564874649047852	0.6191441416740417	0.6385532021522522	0.6656831502914429	0.5986571907997131	0.635705029964447	0.02443569026217139	41
0.3440704822540283	0.00046026389976287134	0.00088653564453125	1.2488764807099197e-05	sgd	0.4	1.0	0.0001	constant	[64, 32, 16]	1e-07	0.8	0.9	identity	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 1.0, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 32, 16], 'epsilon': 1e-07, 'beta_2': 0.8, 'beta_1': 0.9, 'activation': 'identity'}	0.6581726670265198	0.6290069222450256	0.6114296317100525	0.6515241861343384	0.6125950217247009	0.6325456857681274	0.019356472956599875	42
3.2493413925170898	1.1641068541519282	0.0012030601501464844	0.0003041668695270483	adam	0.5	0.9	0.01	invscaling	[64, 64, 16]	1e-08	0.999	0.8	tanh	{'solver': 'adam', 'power_t': 0.5, 'momentum': 0.9, 'learning_rate_init': 0.01, 'learning_rate': 'invscaling', 'hidden_layer_sizes': [64, 64, 16], 'epsilon': 1e-08, 'beta_2': 0.999, 'beta_1': 0.8, 'activation': 'tanh'}	0.5986477732658386	0.6200672388076782	0.6245383024215698	0.709740161895752	0.6089831590652466	0.632395327091217	0.03970633468150908	43
4.160341835021972	1.3372168561806712	0.0008734226226806641	0.0001637065786965216	sgd	0.6	0.9	0.0001	adaptive	[16, 16]	1e-08	0.999	0.9	identity	{'solver': 'sgd', 'power_t': 0.6, 'momentum': 0.9, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [16, 16], 'epsilon': 1e-08, 'beta_2': 0.999, 'beta_1': 0.9, 'activation': 'identity'}	0.6277399063110352	0.6290931701660156	0.6490987539291382	0.6567100882530212	0.5988322496414185	0.6322948336601257	0.020145564944857152	44
11.375956726074218	2.6386008859470222	0.0017339706420898438	0.0006904390204061789	sgd	0.4	0.9	0.0001	constant	[64, 32]	1e-09	0.999	0.999	relu	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.9, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 32], 'epsilon': 1e-09, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'relu'}	0.6596701741218567	0.5984823703765869	0.6429805755615234	0.6507335305213928	0.5903446674346924	0.6284422636032104	0.028398829295397443	45
4.593773126602173	0.6146322708710548	0.0018126964569091797	0.0005412379858458627	adam	0.5	1.0	0.01	adaptive	[64, 64, 32]	1e-08	0.9	0.8	tanh	{'solver': 'adam', 'power_t': 0.5, 'momentum': 1.0, 'learning_rate_init': 0.01, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [64, 64, 32], 'epsilon': 1e-08, 'beta_2': 0.9, 'beta_1': 0.8, 'activation': 'tanh'}	0.6040936708450317	0.6410345435142517	0.6175988912582397	0.6475254893302917	0.6286721229553223	0.6277849435806274	0.015691145260212012	46
55.99829068183899	12.775567828228274	0.005402231216430664	0.002284099545468794	sgd	0.5	0.7	0.0001	constant	[64, 64, 32]	1e-08	0.999	0.999	tanh	{'solver': 'sgd', 'power_t': 0.5, 'momentum': 0.7, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [64, 64, 32], 'epsilon': 1e-08, 'beta_2': 0.999, 'beta_1': 0.999, 'activation': 'tanh'}	0.6539007425308228	0.6048755049705505	0.6340229511260986	0.6276804208755493	0.5999597311019897	0.6240878701210022	0.01975703259106056	47
11.391046667099	2.4275919884337243	0.0009533405303955078	0.00012987897559038682	sgd	0.4	0.7	0.0001	adaptive	[32, 16]	1e-08	0.9	0.9	relu	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.7, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': [32, 16], 'epsilon': 1e-08, 'beta_2': 0.9, 'beta_1': 0.9, 'activation': 'relu'}	0.6667234301567078	0.5925107002258301	0.624931275844574	0.6302709579467773	0.5934169888496399	0.6215706706047058	0.027433089645026897	48
9.10903959274292	0.6339033886651431	0.0012599945068359375	0.0003358827674315294	sgd	0.4	0.7	0.0001	constant	[32, 16]	1e-08	0.999	0.9	relu	{'solver': 'sgd', 'power_t': 0.4, 'momentum': 0.7, 'learning_rate_init': 0.0001, 'learning_rate': 'constant', 'hidden_layer_sizes': [32, 16], 'epsilon': 1e-08, 'beta_2': 0.999, 'beta_1': 0.9, 'activation': 'relu'}	0.6667234301567078	0.5925107002258301	0.624931275844574	0.627400279045105	0.5934169888496399	0.6209965348243713	0.027274578686472397	49
