mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_lambda_2	param_lambda_1	param_alpha_2	param_alpha_1	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
3.381790113449097	1.6846350765212457	0.07752389907836914	0.060382031171629574	1e-05	1e-06	1e-05	0.0001	{'lambda_2': 1e-05, 'lambda_1': 1e-06, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.307885837554932	0.5491777337028488	0.0509223461151123	0.028538032551487597	1e-06	0.001	1e-07	1e-06	{'lambda_2': 1e-06, 'lambda_1': 0.001, 'alpha_2': 1e-07, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.3883838176727297	1.444278715381535	0.0686009407043457	0.06760060200571584	0.001	0.0001	0.0001	0.001	{'lambda_2': 0.001, 'lambda_1': 0.0001, 'alpha_2': 0.0001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.536365842819214	0.5650251828815175	0.0443934440612793	0.033639249256628354	1e-07	1e-05	0.001	0.0001	{'lambda_2': 1e-07, 'lambda_1': 1e-05, 'alpha_2': 0.001, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.8506447792053224	0.5892893326994969	0.06641721725463867	0.021932772439629253	1e-06	0.0001	1e-05	0.0001	{'lambda_2': 1e-06, 'lambda_1': 0.0001, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.7990724086761474	1.200223548885805	0.061137819290161134	0.026566435782350874	0.0001	0.001	0.001	0.001	{'lambda_2': 0.0001, 'lambda_1': 0.001, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.0318716049194334	0.945614053507844	0.12163896560668945	0.10570486700398928	0.0001	0.001	1e-06	0.0001	{'lambda_2': 0.0001, 'lambda_1': 0.001, 'alpha_2': 1e-06, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.7929869174957276	1.1750515700329507	0.04137353897094727	0.01020513451308404	1e-06	0.001	0.0001	1e-05	{'lambda_2': 1e-06, 'lambda_1': 0.001, 'alpha_2': 0.0001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.7788036823272706	1.2502049768893018	0.07073240280151367	0.04466489994043927	0.001	1e-05	0.001	1e-05	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.987907075881958	1.3329165996189498	0.062348222732543944	0.02097426340704046	1e-07	1e-06	1e-05	1e-05	{'lambda_2': 1e-07, 'lambda_1': 1e-06, 'alpha_2': 1e-05, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.2710409641265867	0.3340931573690716	0.1288282871246338	0.1416697590814846	1e-07	0.001	1e-06	1e-07	{'lambda_2': 1e-07, 'lambda_1': 0.001, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.6793908596038818	0.2822881104186111	0.024756479263305663	0.015040551964064465	1e-06	1e-06	0.001	0.001	{'lambda_2': 1e-06, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.767385149002075	2.031622152568965	0.05375971794128418	0.03804101574353938	1e-07	0.001	0.001	1e-05	{'lambda_2': 1e-07, 'lambda_1': 0.001, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.1874720096588134	0.7246988282059854	0.19472732543945312	0.17888673357048104	1e-07	0.0001	1e-05	1e-06	{'lambda_2': 1e-07, 'lambda_1': 0.0001, 'alpha_2': 1e-05, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.3618012428283692	0.41917031895100854	0.0547757625579834	0.03859622935196669	0.0001	1e-07	1e-05	1e-07	{'lambda_2': 0.0001, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.0087406635284424	1.3473749585326746	0.09211931228637696	0.14756621251378063	1e-07	1e-05	1e-06	1e-06	{'lambda_2': 1e-07, 'lambda_1': 1e-05, 'alpha_2': 1e-06, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.8547433853149413	1.7255372563223725	0.08584237098693848	0.04984689112145154	1e-06	1e-06	1e-07	0.0001	{'lambda_2': 1e-06, 'lambda_1': 1e-06, 'alpha_2': 1e-07, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.393300867080688	1.5803222624314799	0.0809485912322998	0.06442114771059886	0.001	1e-05	1e-06	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 1e-06, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.128231191635132	0.9356904297945585	0.210601806640625	0.25282491393943274	0.0001	0.001	1e-07	1e-05	{'lambda_2': 0.0001, 'lambda_1': 0.001, 'alpha_2': 1e-07, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.577659177780151	1.2698665317004454	0.1610180377960205	0.24232191165205372	1e-06	1e-05	0.0001	0.0001	{'lambda_2': 1e-06, 'lambda_1': 1e-05, 'alpha_2': 0.0001, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.568182849884034	2.0605107863513874	0.09545426368713379	0.052317961860731704	1e-06	0.0001	1e-07	0.0001	{'lambda_2': 1e-06, 'lambda_1': 0.0001, 'alpha_2': 1e-07, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.003894805908203	1.0320865404886936	0.057767295837402345	0.02582882009235114	0.0001	0.0001	1e-07	1e-05	{'lambda_2': 0.0001, 'lambda_1': 0.0001, 'alpha_2': 1e-07, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.7626380443573	0.7444153980194465	0.09567756652832031	0.028866271936810538	0.001	0.001	0.001	0.001	{'lambda_2': 0.001, 'lambda_1': 0.001, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.599507904052734	2.2795179867146373	0.12993321418762208	0.10194842120035065	1e-05	0.0001	1e-06	0.0001	{'lambda_2': 1e-05, 'lambda_1': 0.0001, 'alpha_2': 1e-06, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
6.26909875869751	0.4251058368832513	0.041284036636352536	0.024850667973188544	0.001	1e-05	0.001	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
6.039832496643067	1.4558220804893018	0.1682507038116455	0.17169678774412697	1e-07	1e-07	0.001	1e-05	{'lambda_2': 1e-07, 'lambda_1': 1e-07, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
6.180083322525024	1.1913554193761433	0.04575247764587402	0.012509348799635469	1e-05	0.0001	1e-07	0.001	{'lambda_2': 1e-05, 'lambda_1': 0.0001, 'alpha_2': 1e-07, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
7.30533013343811	2.1657976282340923	0.14419002532958985	0.1662045034576612	0.001	1e-05	1e-05	1e-07	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 1e-05, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
6.376125478744507	1.5495841953375233	0.04831194877624512	0.01882046850729461	0.0001	0.0001	0.001	1e-07	{'lambda_2': 0.0001, 'lambda_1': 0.0001, 'alpha_2': 0.001, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.2781227111816404	1.4699500848956095	0.07510223388671874	0.04221853518456965	0.0001	1e-05	1e-07	1e-06	{'lambda_2': 0.0001, 'lambda_1': 1e-05, 'alpha_2': 1e-07, 'alpha_1': 1e-06}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.139021635055542	1.8553551824462393	0.056213665008544925	0.01932171758226875	1e-05	1e-05	1e-05	1e-07	{'lambda_2': 1e-05, 'lambda_1': 1e-05, 'alpha_2': 1e-05, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.108686733245849	1.813375337318781	0.062056875228881835	0.03278883007625005	0.0001	0.001	0.001	0.0001	{'lambda_2': 0.0001, 'lambda_1': 0.001, 'alpha_2': 0.001, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.133070230484009	1.5685385695437113	0.05627708435058594	0.04341933348425758	0.001	0.0001	0.0001	1e-05	{'lambda_2': 0.001, 'lambda_1': 0.0001, 'alpha_2': 0.0001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.254304027557373	2.8736771677943915	0.07059774398803711	0.07384527847265017	1e-07	1e-06	0.0001	1e-05	{'lambda_2': 1e-07, 'lambda_1': 1e-06, 'alpha_2': 0.0001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.762355089187622	0.31158444660457507	0.13083486557006835	0.10769590017092853	1e-07	0.001	1e-06	0.001	{'lambda_2': 1e-07, 'lambda_1': 0.001, 'alpha_2': 1e-06, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.8599615097045898	1.30552284492205	0.030677938461303712	0.009269361003078909	1e-07	1e-06	0.001	1e-05	{'lambda_2': 1e-07, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.3186312198638916	0.15715196605497023	0.029856109619140626	0.014948641173785913	1e-06	0.001	1e-05	0.0001	{'lambda_2': 1e-06, 'lambda_1': 0.001, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
4.098824071884155	1.6759020486728144	0.05604081153869629	0.03486196065125221	1e-07	0.0001	1e-07	0.001	{'lambda_2': 1e-07, 'lambda_1': 0.0001, 'alpha_2': 1e-07, 'alpha_1': 0.001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.511456346511841	1.1066681419520397	0.06904716491699218	0.04551749437493019	1e-06	1e-06	1e-06	1e-07	{'lambda_2': 1e-06, 'lambda_1': 1e-06, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
3.149553632736206	1.3239570280499409	0.054560518264770506	0.04180337054557343	1e-06	0.0001	0.001	1e-05	{'lambda_2': 1e-06, 'lambda_1': 0.0001, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
1.9098684787750244	0.6670533451084636	0.0514615535736084	0.005826481752337113	1e-07	1e-07	1e-06	1e-07	{'lambda_2': 1e-07, 'lambda_1': 1e-07, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.183512258529663	0.34232282533058245	0.10550823211669921	0.11192125495705123	1e-07	0.0001	1e-07	1e-07	{'lambda_2': 1e-07, 'lambda_1': 0.0001, 'alpha_2': 1e-07, 'alpha_1': 1e-07}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
2.377047300338745	0.7072723814457921	0.12511029243469238	0.20416810120855297	1e-05	1e-07	1e-05	0.0001	{'lambda_2': 1e-05, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.6994798346314987	0.6742343276233609	0.6695927923364458	0.6762074403586754	0.6460194336672541	0.6731067657234469	0.0170440365497586	1
