mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_l1_ratio	param_selection	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.023052072525024413	0.0048221509725902105	0.00280909538269043	0.002272107940807853	1024	0.25	random	{'alpha': 1024, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03554034233093262	0.004406999697548721	0.0034364700317382813	0.0019542237074849176	1024	0.25	cyclic	{'alpha': 1024, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03545384407043457	0.009445306227610476	0.005580806732177734	0.00738258500564352	256	0.25	cyclic	{'alpha': 256, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02420487403869629	0.004195514656967733	0.0013592243194580078	0.00020478748699507838	1024	0.1	random	{'alpha': 1024, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030465030670166017	0.004785627970617977	0.0046253204345703125	0.003227197979300066	256	1	random	{'alpha': 256, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03836193084716797	0.0056813228525149015	0.005001497268676758	0.00485828800665968	256	1	cyclic	{'alpha': 256, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03241972923278809	0.004046433697375557	0.004009914398193359	0.003238590116286309	16	0.75	cyclic	{'alpha': 16, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.029206466674804688	0.007072828256879811	0.0020212650299072264	0.0007632020319648148	256	0.75	cyclic	{'alpha': 256, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.032044410705566406	0.009185617490954019	0.0030622005462646483	0.0025771144175517824	256	0.5	random	{'alpha': 256, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.031449174880981444	0.003405544409892573	0.0019632816314697266	0.0004974312257265217	256	0.5	cyclic	{'alpha': 256, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.023976993560791016	0.006905997915338411	0.00220947265625	0.0013483543166982375	1024	0.1	cyclic	{'alpha': 1024, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.032798242568969724	0.012342270075278515	0.00243988037109375	0.0013629454401619255	16	0.5	random	{'alpha': 16, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03127579689025879	0.0051209504576293415	0.004384756088256836	0.0025075358160317313	4	1	random	{'alpha': 4, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.031148719787597656	0.0037147795811470568	0.0021273136138916016	0.001813471561430301	16	0.25	random	{'alpha': 16, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.0260312557220459	0.004013403960741476	0.0015629291534423827	0.0007073695238585489	0.25	0.25	cyclic	{'alpha': 0.25, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.04084477424621582	0.01426922964188647	0.004507255554199219	0.0036139886895152715	0.25	0.25	random	{'alpha': 0.25, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03210878372192383	0.007876604695267266	0.0017586231231689453	5.602814288805068e-05	0.25	0.5	cyclic	{'alpha': 0.25, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030684852600097658	0.007674945193777266	0.0033751487731933593	0.003376315415978876	0.25	0.5	random	{'alpha': 0.25, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03400421142578125	0.006066941173279312	0.0040188789367675785	0.004141860239570905	0.25	0.75	cyclic	{'alpha': 0.25, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03433675765991211	0.006369434393822407	0.003000211715698242	0.002670298011795397	0.25	0.75	random	{'alpha': 0.25, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02494635581970215	0.0035849124026291665	0.0031633853912353517	0.00209250771499	0.25	1	cyclic	{'alpha': 0.25, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.027977657318115235	0.006374990385201101	0.0027179718017578125	0.0005778276009261456	0.25	1	random	{'alpha': 0.25, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030385971069335938	0.00999253808147577	0.0019543647766113283	0.0011023353937089349	1	0.1	cyclic	{'alpha': 1, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.038343191146850586	0.004446353344670228	0.003578376770019531	0.0024074222275744317	1	0.1	random	{'alpha': 1, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.0441861629486084	0.020460202111263676	0.006131696701049805	0.0026910515786335272	1	0.25	cyclic	{'alpha': 1, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02782135009765625	0.004634597614068777	0.002801036834716797	0.0026193860881086246	1	0.25	random	{'alpha': 1, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03823809623718262	0.0034857140303243316	0.0063990592956542965	0.004257274422728526	1	0.5	cyclic	{'alpha': 1, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03562808036804199	0.003748583055988657	0.002788257598876953	0.0006183936623327158	1	0.5	random	{'alpha': 1, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03495631217956543	0.00785886371226547	0.0038621902465820314	0.0027192789389570158	1	0.75	cyclic	{'alpha': 1, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03258438110351562	0.008367389994098409	0.004967689514160156	0.002768198410432665	1	0.75	random	{'alpha': 1, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.027029752731323242	0.005529318796027935	0.0020855426788330077	0.0011726035916281065	1	1	cyclic	{'alpha': 1, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.031622791290283205	0.0021827527126870704	0.0032107353210449217	0.0026206118357791092	16	0.25	cyclic	{'alpha': 16, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030847740173339844	0.009146025098453895	0.005350351333618164	0.004224060966083348	16	0.1	random	{'alpha': 16, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03552966117858887	0.005632513732931597	0.002218961715698242	0.0009051776677065863	16	0.1	cyclic	{'alpha': 16, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.028812646865844727	0.0067165996720524946	0.0023699283599853517	0.0010104764036624337	1024	1	cyclic	{'alpha': 1024, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02951822280883789	0.0058282943874633664	0.0034010887145996095	0.002956654288449145	4	1	cyclic	{'alpha': 4, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.028935003280639648	0.0030895431602757737	0.0017625808715820313	0.00046711176840244127	4	0.75	random	{'alpha': 4, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.029264545440673827	0.008924185140115497	0.0019453048706054687	0.0005359765981450403	16	0.5	cyclic	{'alpha': 16, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02799091339111328	0.004674211717301245	0.0028478145599365235	0.0024547927378958745	4	0.75	cyclic	{'alpha': 4, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.031755924224853516	0.010611925070138048	0.004999589920043945	0.0031773445252989045	4	0.5	cyclic	{'alpha': 4, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02006220817565918	0.0023733583929920893	0.0026004791259765627	0.002767458177771216	4	0.25	random	{'alpha': 4, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03154635429382324	0.012828453712291406	0.0014562606811523438	0.00044061918226127037	4	0.25	cyclic	{'alpha': 4, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.025727081298828124	0.0038791281684678195	0.003845357894897461	0.004058731806975825	4	0.1	random	{'alpha': 4, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.037093400955200195	0.007807957132677023	0.003240346908569336	0.0015674025223532011	4	0.1	cyclic	{'alpha': 4, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02635188102722168	0.009924570096193287	0.001746988296508789	0.0006154389367441649	1	1	random	{'alpha': 1, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.0331110954284668	0.004832592593862119	0.003656768798828125	0.0028269926730631898	4	0.5	random	{'alpha': 4, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02718052864074707	0.0030195895724190124	0.0018910884857177735	9.45419587456183e-05	1024	1	random	{'alpha': 1024, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
