mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_bootstrap	param_bootstrap_features	param_max_features	param_max_samples	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
4.776118040084839	0.9177328672707354	0.014066696166992188	0.006364470635552009	True	True	1.0	1.0	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 1.0, 'max_samples': 1.0}	0.7287587523460388	0.7057329416275024	0.6965518593788147	0.7223905920982361	0.7018393278121948	0.7110546946525573	0.012373459515855008	30
3.016197395324707	0.5204469429016054	0.006302738189697265	0.0006155202287621023	False	False	0.5	1.0	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.5, 'max_samples': 1.0}	0.7167755961418152	0.7192466259002686	0.7393308877944946	0.693156898021698	0.6839218735694885	0.710486376285553	0.01977010736112079	31
4.0186717987060545	0.8513374006466934	0.009859561920166016	0.004264300684718422	True	False	1.0	1.0	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 1.0, 'max_samples': 1.0}	0.708518922328949	0.7364827394485474	0.6974362134933472	0.7020172476768494	0.7063382863998413	0.7101586818695068	0.013699521105614513	32
4.41364164352417	0.8419799156288128	0.009413528442382812	0.0044760390806133305	False	True	1.0	0.75	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 1.0, 'max_samples': 0.75}	0.7210354804992676	0.7045196294784546	0.7370350956916809	0.6856257915496826	0.7005773186683655	0.7097586631774903	0.017693560601015526	33
2.7790083408355715	0.3347780540223256	0.010867023468017578	0.005445103654425744	False	False	1.0	0.5	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 1.0, 'max_samples': 0.5}	0.7297066450119019	0.7102803587913513	0.7126436829566956	0.7062169909477234	0.6880922913551331	0.709387993812561	0.013325206309421205	34
2.4931429862976073	0.33906843745791765	0.011931753158569336	0.004805441081384192	True	False	1.0	0.5	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 1.0, 'max_samples': 0.5}	0.738518238067627	0.7264852523803711	0.6943407654762268	0.7076438665390015	0.6779987812042236	0.70899738073349	0.021701927180461232	35
1.4863971710205077	0.3023680490151364	0.008154582977294923	0.004593732293669007	True	False	0.5	0.75	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5, 'max_samples': 0.75}	0.7185674905776978	0.7071117162704468	0.7191117405891418	0.7219425439834595	0.6775333285331726	0.7088533639907837	0.01646148921883295	36
1.2414005279541016	0.20055690215480748	0.015599298477172851	0.008481561229809602	True	True	1.0	0.25	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 1.0, 'max_samples': 0.25}	0.7224724888801575	0.7375394105911255	0.700060248374939	0.6847974061965942	0.6991567611694336	0.70880526304245	0.018753081654531555	37
1.3541592121124268	0.28271330395241845	0.01457662582397461	0.004399319394309287	True	True	0.5	0.5	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.5, 'max_samples': 0.5}	0.6945825815200806	0.6942344307899475	0.7416884303092957	0.7135650515556335	0.6999496817588806	0.7088040351867676	0.017871616662958365	38
4.89453501701355	0.7414156309131511	0.016077852249145506	0.005424602973413406	False	False	1.0	0.75	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 1.0, 'max_samples': 0.75}	0.7402002811431885	0.7175657153129578	0.7119446992874146	0.6907106637954712	0.6819636225700378	0.7084769964218139	0.02058930856417291	39
1.0476743221282958	0.15209669590866975	0.005493354797363281	0.00034386679142057655	False	True	0.5	0.5	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.5, 'max_samples': 0.5}	0.7318716645240784	0.7031765580177307	0.7183908224105835	0.7180498838424683	0.6705014705657959	0.7083980798721313	0.021011609586734377	40
0.4599728584289551	0.13094777931748064	0.010756731033325195	0.0072549737248460205	False	True	0.5	0.25	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.5, 'max_samples': 0.25}	0.7242506742477417	0.7217110395431519	0.7049434185028076	0.7153781652450562	0.6754766702651978	0.708351993560791	0.01773699248123482	41
0.8926190853118896	0.19203675560582012	0.01010909080505371	0.0056302051495563145	False	True	0.75	0.25	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.75, 'max_samples': 0.25}	0.7432513236999512	0.6960747838020325	0.7198681235313416	0.6973748803138733	0.6806148886680603	0.7074368000030518	0.021849350012971214	42
1.266884183883667	0.37192868445297994	0.014706707000732422	0.008539641593136013	False	True	0.25	1.0	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 1.0}	0.7509570717811584	0.7125763297080994	0.7198681235313416	0.7035231590270996	0.6489588022232056	0.7071766972541809	0.033195244143469846	43
0.49405956268310547	0.088238692679424	0.009404563903808593	0.005391096873881836	False	False	0.5	0.25	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.5, 'max_samples': 0.25}	0.7168655395507812	0.7293473482131958	0.7045584917068481	0.7048380970954895	0.6781746745109558	0.7067568302154541	0.016958604668619853	44
0.5909266471862793	0.13804638403580746	0.008845949172973632	0.004413691944222666	True	False	0.5	0.25	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5, 'max_samples': 0.25}	0.7219237685203552	0.7223913073539734	0.7045584917068481	0.6850189566612244	0.6957495808601379	0.7059284210205078	0.014625792020922559	45
1.0194206237792969	0.20229795951276533	0.008600330352783203	0.006723975653723159	False	True	0.25	0.75	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.75}	0.6959877610206604	0.7102803587913513	0.7286574244499207	0.713760256767273	0.6674342751502991	0.7032240152359008	0.020692663166882418	46
2.668031597137451	0.427986958133413	0.008312129974365234	0.0036899000269436343	False	True	1.0	0.5	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 1.0, 'max_samples': 0.5}	0.69773268699646	0.7076607346534729	0.6992121338844299	0.7100580334663391	0.6973035931587219	0.7023934364318848	0.005371038149172432	47
1.1592853546142579	0.2022676883174197	0.010630226135253907	0.004472055260879951	True	False	0.5	0.5	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5, 'max_samples': 0.5}	0.7261282801628113	0.6866450905799866	0.7041959166526794	0.7107762098312378	0.6770734786987305	0.7009637951850891	0.017411225792285736	48
1.3155695915222168	0.36002419810597197	0.018981313705444335	0.0055933331336538595	True	True	0.25	1.0	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 1.0}	0.7168655395507812	0.7233418822288513	0.6641550660133362	0.6968891620635986	0.690754771232605	0.6984012842178344	0.020959586301738473	49
0.980031156539917	0.1806988889456271	0.01707744598388672	0.0027212522143711657	True	False	0.25	0.75	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.75}	0.6928619742393494	0.6898204684257507	0.7106746435165405	0.6998893618583679	0.6815811991691589	0.6949655294418335	0.00980874390404214	50
1.6578312873840333	0.34915480738284305	0.007246828079223633	0.0038383491202533624	False	False	0.25	1.0	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 1.0}	0.7079469561576843	0.6965680718421936	0.7114990949630737	0.708297610282898	0.6432454586029053	0.6935114383697509	0.025638184699685672	51
0.5673468112945557	0.13054234975351653	0.006787538528442383	0.0029413292275101625	False	True	0.25	0.5	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.5}	0.6996848583221436	0.7140496373176575	0.6948031783103943	0.6895474791526794	0.66398024559021	0.692413079738617	0.016391276236161285	52
0.9152354717254638	0.1618860221233396	0.004882955551147461	0.0002869319251714608	True	True	0.25	0.75	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.75}	0.7040419578552246	0.6980878710746765	0.7031441926956177	0.6925166249275208	0.6605811715126038	0.6916743636131286	0.01608193672167523	53
1.0981319427490235	0.29592440483282756	0.007553529739379883	0.004081802165244672	False	False	0.25	0.75	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.75}	0.7042760252952576	0.7045311331748962	0.6895785927772522	0.7028197646141052	0.6533083319664001	0.6909027695655823	0.01960452099405154	54
0.377949857711792	0.115634211230743	0.016047906875610352	0.007279808015472421	True	True	0.25	0.25	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.25}	0.6965482234954834	0.6786959171295166	0.7057309746742249	0.708297610282898	0.6536458134651184	0.6885837078094482	0.020320064407001025	55
0.27413578033447267	0.05220406587933275	0.004706192016601563	0.00045723493160171124	False	True	0.25	0.25	{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.25}	0.731296956539154	0.6881487369537354	0.6926841139793396	0.6686219573020935	0.6562181115150452	0.6873939752578735	0.02561386396675789	56
0.7614540576934814	0.0856783579126024	0.007412576675415039	0.004988938916250852	False	False	0.25	0.5	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.5}	0.6996848583221436	0.6891405582427979	0.6930835843086243	0.6856257915496826	0.665635347366333	0.6866340279579163	0.011490559356515651	57
0.6846948146820069	0.22364058794530242	0.01273808479309082	0.0060950647287418	True	True	0.25	0.5	{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.25, 'max_samples': 0.5}	0.6649153232574463	0.6976200938224792	0.6786826848983765	0.7141447067260742	0.6551674008369446	0.6821060419082642	0.02144804146687082	58
0.3163733959197998	0.06826517290555989	0.005120468139648437	0.0005587023150676842	False	False	0.25	0.25	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.25}	0.6965482234954834	0.6947275400161743	0.6911736130714417	0.6804032325744629	0.6473979353904724	0.6820501089096069	0.01820788974846589	59
0.32587389945983886	0.09011206963901296	0.007628154754638672	0.006489444649979285	True	False	0.25	0.25	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.25}	0.6928619742393494	0.6813452839851379	0.7168009877204895	0.6684203743934631	0.6505206823348999	0.6819898605346679	0.02238246207184668	60
0.9937116622924804	0.23304276425017167	0.01174168586730957	0.005442803014897606	True	False	0.25	1.0	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 1.0}	0.7042760252952576	0.675548791885376	0.6921868920326233	0.6994113326072693	0.6330292224884033	0.6808904528617858	0.025833111455529842	61
0.562737512588501	0.217432771591028	0.004766941070556641	0.000411214948919697	True	False	0.25	0.5	{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.25, 'max_samples': 0.5}	0.6769598126411438	0.6886845827102661	0.6850954294204712	0.6973748803138733	0.6528944969177246	0.6802018404006958	0.0151460832067918	62
5.299716567993164	0.9711661832488617	0.008134937286376953	0.003607624505797153	False	False	0.75	1.0	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.75, 'max_samples': 1.0}	0.6560527086257935	0.7112797498703003	0.6886213421821594	0.6654892563819885	0.6727873086929321	0.6788460731506347	0.01940180361462234	63
6.559232234954834	0.5145804351134515	0.010511302947998047	0.003936545482758993	False	False	1.0	1.0	{'bootstrap': False, 'bootstrap_features': False, 'max_features': 1.0, 'max_samples': 1.0}	0.5864318609237671	0.6658304929733276	0.6171599626541138	0.6119425296783447	0.5709986090660095	0.6104726910591125	0.03239608285740771	64
