OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 6, 7, 8, 9)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#171200	THIOUREA TASTING; THIOT	PHENYLTHIOCARBAMIDE TASTING, INCLUDED	7q34		
#172800	PIEBALD TRAIT; PBT		4q12, 8q11.21		
#174200	POLYDACTYLY, POSTAXIAL, TYPE A1; PAPA1	POSTAXIAL POLYDACTYLY, TYPE B, INCLUDED; PAPB, INCLUDED	7p14.1		
#174500	POLYDACTYLY, PREAXIAL II; PPD2	TRIPHALANGEAL THUMB WITH POLYSYNDACTYLY, INCLUDED	7q36.3		
#174700	POLYDACTYLY, PREAXIAL IV; PPD4	CROSSED POLYDACTYLY, TYPE I, INCLUDED; CP1, INCLUDED	7p14.1		
#175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME; GCPS		7p14.1		
#176100	PORPHYRIA CUTANEA TARDA	PORPHYRIA, HEPATOERYTHROPOIETIC, INCLUDED; HEP, INCLUDED	1p34.1, 6p22.2		
#176200	VARIEGATE PORPHYRIA; VP	VARIEGATE PORPHYRIA, HOMOZYGOUS VARIANT, INCLUDED	1q23.3, 6p22.2		
#176305	PREAXIAL DEFICIENCY, POSTAXIAL POLYDACTYLY, AND HYPOSPADIAS		7p15.2		
#176450	CURRARINO SYNDROME	SACRAL AGENESIS SYNDROME, INCLUDED	7q36.3		
#176807	PROSTATE CANCER		7p22.3, 10p15.2, 10q23.31, 10q25.2, 13q13.1, 16q22.1, 16q22.2-q22.3, 22q12.1, Xq12		
#177900	PSORIASIS 1, SUSCEPTIBILITY TO; PSORS1		6p21.33		
#180750	ROBINOW-SORAUF SYNDROME		7p21.1		
#181000	SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1		6p21.32		
#181030	SALIVARY GLAND ADENOMA, PLEOMORPHIC		8q12.1		
#181500	SCHIZOPHRENIA; SCZD		1p36.2, 1p36.22, 1q32.1, 1q42.2, 3p25.2, 3q13.31, 5q23-q35, 6p23, 6q13-q26, 8p21, 10q22.3, 11q14-q21, 13q14.2, 13q32, 13q33.2, 18p, 22q11.21, 22q11.21, 22q12.3, 22q12.3		
#182900	SPHEROCYTOSIS, TYPE 1; SPH1		8p11.21		
#182940	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO; NTD	SPINA BIFIDA, INCLUDED	1p13.1, 1q23.2, 6q27, 17q12, 19q13.33		
#183600	SPLIT-HAND/FOOT MALFORMATION 1; SHFM1		7q21.3		
#184840	OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT; OSMEDA		6p21.32		
#185000	OVERHYDRATED HEREDITARY STOMATOCYTOSIS; OHST		6p12.3		
#185300	STURGE-WEBER SYNDROME; SWS		9q21.2		
#185500	SUPRAVALVULAR AORTIC STENOSIS; SVAS		7q11.23		
#186100	SYNDACTYLY, TYPE III; SDTY3		6q22.31		
#186200	SYNDACTYLY, TYPE IV; SDTY4		7q36.3		
#187300	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1; HHT1		9q34.11		
#187500	TETRALOGY OF FALLOT; TOF		5q35.1, 8p23.1, 8q23.1, 18q11.2, 20p12.2, 22q11.21		
#187900	BLEEDING DISORDER, PLATELET-TYPE, 17; BDPLT17		9q34.13		
#188050	THROMBOPHILIA DUE TO THROMBIN DEFECT; THPH1	THROMBOSIS, PROTECTION AGAINST, INCLUDED	1p36.22, 6p25.1, 10q25.3, 11p11.2		
#188740	TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY; THYP		7q36.3		
#188890	TOBACCO ADDICTION, SUSCEPTIBILITY TO		5p15.33, 9q22.33, 19q13.2, 20q13.33		
#190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1		8q23.3		
#190351	TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3		8q23.3		
#190440	TRIGONOCEPHALY 1; TRIGNO1		8p11.23		
#190900	TRITANOPIA		7q32.1		
#191100	TUBEROUS SCLEROSIS 1; TSC1		9q34.13		
#194050	WILLIAMS-BEUREN SYNDROME; WBS		7q11.23	7:72700000-77900000	
#194200	WOLFF-PARKINSON-WHITE SYNDROME	PREEXCITATION SYNDROME, INCLUDED	7q36.1		
#200150	CHOREOACANTHOCYTOSIS; CHAC		9q21.2		
#200500	ACHEIROPODY; ACHP		7q36.3		
#201000	CARPENTER SYNDROME 1; CRPT1		6p12.1-p11.2		
#201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ		8q24.3		
#201710	LIPOID CONGENITAL ADRENAL HYPERPLASIA; LCAH		8p11.23		
#201750	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS; ABS1		7q11.23		
#201910	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY	HYPERANDROGENISM, NONCLASSIC TYPE, DUE TO 21-HYDROXYLASE DEFICIENCY, INCLUDED	6p21.33		
#202010	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY		8q24.3		
#203290	ALBINISM, OCULOCUTANEOUS, TYPE III; OCA3		9p23		
#203400	CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY		8q24.3		
#203655	ALOPECIA UNIVERSALIS CONGENITA; ALUNC		8p21.3		
#205400	TANGIER DISEASE; TGD		9q31.1		
#207800	ARGININEMIA		6q23.2		
#207900	ARGININOSUCCINIC ACIDURIA		7q11.21		
#208000	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1	CORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED	6q23.2		
#208150	FETAL AKINESIA DEFORMATION SEQUENCE 1; FADS1		9q31.3		
#208230	PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPRD		6q21		
#208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	9p21.1		
#209500	ATRICHIA WITH PAPULAR LESIONS; APL		8p21.3		
#209950	IMMUNODEFICIENCY 27A; IMD27A		6q23.3		
#211400	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1; BESC1		7q31.2, 16p12.2		
#211800	CALCIFICATION OF JOINTS AND ARTERIES; CALJA		6q14.3		
#211980	LUNG CANCER	ALVEOLAR CELL CARCINOMA, INCLUDED	1q24.3, 2q33.1, 3q26.32, 5q31.1, 6q26, 7p11.2, 7q34, 10p11.23, 10q11.23, 11p15.4, 11q23.1, 12p12.1, 17q12, 19q13.2		
#212050	CANDIDIASIS, FAMILIAL, 2; CANDF2		9q34.3		
#212350	SENGERS SYNDROME		7q34		
#212500	CATARACT 46, JUVENILE-ONSET, WITH OR WITHOUT ARRHYTHMIC CARDIOMYOPATHY; CTRCT46		6p21.31		
#212750	CELIAC DISEASE, SUSCEPTIBILITY TO, 1; CELIAC1		6p21.32, 6p21.32		
#212840	GORDON HOLMES SYNDROME; GDHS		7p22.1		
#213000	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY; CHEGDD		8q23.1		
#213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2		9q34.3		
#213300	JOUBERT SYNDROME 1; JBTS1		9q34.3		
#213600	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1		8p11.21		
#214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 1, INCLUDED; CG1, INCLUDED	7q21.2		
#214400	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A; CMT4A		8q21.11		
#214700	DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL; DIAR1		7q22.3-q31.1		
#214800	CHARGE SYNDROME		7q21.11, 8q12.2		
#215100	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1		6q23.3		
#215150	OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; OSMEDB		6p21.32		
#215300	CHONDROSARCOMA		8q24.11		
#215400	CHORDOMA, SUSCEPTIBILITY TO; CHDM		6q27	6:164100000-170805979	
#215700	CITRULLINEMIA, CLASSIC		9q34.11		
#216340	YUNIS-VARON SYNDROME; YVS		6q21		
#216360	COACH SYNDROME		4p15.32, 8q22.1, 16q12.2		
#216550	COHEN SYNDROME; COH1		8q22.2		
#217000	COMPLEMENT COMPONENT 2 DEFICIENCY; C2D		6p21.33		
#217090	PLASMINOGEN DEFICIENCY, TYPE I	LIGNEOUS CONJUNCTIVITIS, INCLUDED	6q26		
#218400	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR		6q22.31		
#218600	BALLER-GEROLD SYNDROME; BGS		8q24.3		
#219700	CYSTIC FIBROSIS; CF		1q23.3, 7q31.2, 19q13.2		
#219730	VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE; VMCKD		9q33.3		
#600132	RETINITIS PIGMENTOSA 14; RP14		6p21.31		
#600143	CEROID LIPOFUSCINOSIS, NEURONAL, 8; CLN8		8p23.3		
#600195	VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL; VMCM		9p21.2		
#600257	CHROMOSOME 8q12.1-q21.2 DELETION SYNDROME		8q12.2-q21.2	8:60600000-85900000	
#600263	HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO		6q23.3		
#600309	ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3		6q22.31		
#600383	MESOMELIA-SYNOSTOSES SYNDROME		8q13	8:65100000-72000000	
#600791	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT; DFNB4		1q23.2, 5q35.1, 7q22.3		
#600794	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A		7p14.3, 11q12.3		
#600803	GALLBLADDER DISEASE 1; GBD1		7q21.12		
#600807	ASTHMA, SUSCEPTIBILITY TO	ASTHMA, PROTECTION AGAINST, INCLUDED	2q22.1, 4q13.3, 5q31.1, 5q32, 5q32, 6p22.1, 6p21.33, 6p12.3, 10q11.21, 17q12		
#600858	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 6; CMH6		7q36.1		
#600880	BUDD-CHIARI SYNDROME; BDCHS	MEMBRANOUS OBSTRUCTION OF INFERIOR VENA CAVA, INCLUDED; MOVC, INCLUDED	1q24.2, 9p24.1		
#600901	FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE		6p21.31		
#600974	DEAFNESS, AUTOSOMAL RECESSIVE 7; DFNB7		9q21.13		
#600994	DEAFNESS, AUTOSOMAL DOMINANT 5; DFNA5		7p15.3		
#601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1		8q24.11-q24.12		
#601316	DEAFNESS, AUTOSOMAL DOMINANT 10; DFNA10		6q23.2		
#601358	NICOLAIDES-BARAITSER SYNDROME; NCBRS		9p24.3		
#601367	STROKE, ISCHEMIC		1q24.2, 7q36.1, 11p11.2, 13q12.3, 14q23.1		
#601410	DIABETES MELLITUS, TRANSIENT NEONATAL, 1; TNDM1		6q24	6:138300000-148500000	
#601455	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D		8q24.22		
#601472	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D; CMT2D		7p14.3		
#601536	ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME; ABDS	BOSLEY-SALIH-ALORAINY SYNDROME, INCLUDED; BSAS, INCLUDED	7p15.2		
#601539	PEROXISOME BIOGENESIS DISORDER 1B; PBD1B		7q21.2		
#601665	OBESITY	LEANNESS, INCLUDED	1p36.11, 1p35.2, 2p23.3, 3p25.3, 3p25.2, 5q13.2, 5q32, 6q23.2, 8p11.23, 11q13.4, 16q22.1		
#601707	CURRY-JONES SYNDROME; CRJS		7q32.1		
#601868	DEAFNESS, AUTOSOMAL DOMINANT 13; DFNA13		6p21.32		
