OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5)'
Downloaded:	Nov 17, 2020
#603285	CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3		3q26.1		
#605280	SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT; SPG13		2q33.1		
#607115	CINCA SYNDROME; CINCA		1q44		
#609033	POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA; AXPC1		1q32.3		
#609049	PIERSON SYNDROME		3p21.31		
#609056	SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME; SPDRS		2p11.2		
#609060	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1; COXPD1		3q25.32		
#609161	STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 1; ADSD1		5q13.3		
#130070	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1; EDSSPD1		5q35.3		
#133020	ERYTHERMALGIA, PRIMARY	NEUROPATHY, SMALL FIBER, INCLUDED; SFNP, INCLUDED	2q24.3		
#135100	FIBRODYSPLASIA OSSIFICANS PROGRESSIVA; FOP		2q24.1		
#135500	ZIMMERMANN-LABAND SYNDROME 1; ZLS1		1q32.2		
#136760	FRONTONASAL DYSPLASIA 1; FND1		1p13.3		
#137200	NEUROMYOTONIA AND AXONAL NEUROPATHY, AUTOSOMAL RECESSIVE; NMAN		5q23.3		
#143100	HUNTINGTON DISEASE; HD		4p16.3		
#143465	ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD		4p16.1, 5p13, 6q12, 11p15.5, 16p13, 17p11		
#145900	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS		1q23.3, 10q21.3, 17p12, 19q13.2		
#146000	HYPOCHONDROPLASIA; HCH		4p16.3		
#146500	MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO; MSA1	AUTONOMIC FAILURE, PURE, INCLUDED	4q21.23		
#148820	WAARDENBURG SYNDROME, TYPE 3; WS3		2q36.1		
#149400	HYPEREKPLEXIA 1; HKPX1		5q33.1		
#150250	LARSEN SYNDROME; LRS		3p14.3		
#150550	PERIODIC FEVER, IMMUNODEFICIENCY, AND THROMBOCYTOPENIA SYNDROME; PFITS		4p16.1		
#151660	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2		1q22		
#152700	SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	EXCESS LYMPHOCYTE LOW MOLECULAR WEIGHT DNA, INCLUDED	1p13.2, 1q23.3, 1q23.3, 2q33.2, 3p21.31, 16p13.3		
#154400	ACROFACIAL DYSOSTOSIS 1, NAGER TYPE; AFD1		1q21.2		
#156200	MENTAL RETARDATION, AUTOSOMAL DOMINANT 1; MRD1	CHROMOSOME 2q23.1 DELETION SYNDROME, INCLUDED	2q23.1		
#157170	HOLOPROSENCEPHALY 2; HPE2		2p21		
#158580	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIA; HMN7A		2q12.3		
#158900	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1; FSHD1	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY, INFANTILE, INCLUDED	4q35	4:182300000-190214555	
#160150	MYOPATHY, CENTRONUCLEAR, 1; CNM1		3p25.3, 19p13.2		
#161800	NEMALINE MYOPATHY 3; NEM3	MYOPATHY, ACTIN, CONGENITAL, WITH EXCESS OF THIN MYOFILAMENTS, INCLUDED	1q42.13		
#163200	SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM		1p13.2, 11p15.5, 12p12.1		
#164280	FEINGOLD SYNDROME 1; FGLDS1		2p24.3		
#164500	SPINOCEREBELLAR ATAXIA 7; SCA7		3p14.1		
#167400	PAROXYSMAL EXTREME PAIN DISORDER		2q24.3		
#168500	PARIETAL FORAMINA 1; PFM1		5q35.2		
#168600	PARKINSON DISEASE, LATE-ONSET; PD		1q22, 4q23, 6q27, 12q24.12, 13q21.33, 17q21.31, Xq24		
#168601	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT; PARK1	ATYPICAL PARKINSON DISEASE, INCLUDED	4q22.1		
#168605	PERRY SYNDROME		2p13.1		
#169400	PELGER-HUET ANOMALY; PHA		1q42.12		
#169500	LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD		5q23.2		
#171300	PHEOCHROMOCYTOMA		1p36.22, 1p36.13, 2q11.2, 3p25.3, 5p13.2, 10q11.21, 11q23.1, 14q23.3		
#174300	OROFACIODIGITAL SYNDROME V; OFD5		1q32.1		
#176200	VARIEGATE PORPHYRIA; VP	VARIEGATE PORPHYRIA, HOMOZYGOUS VARIANT, INCLUDED	1q23.3, 6p22.2		
#176860	THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL DOMINANT; THPH3	PROTEIN C DEFICIENCY, ACQUIRED, INCLUDED	2q14.3		
#180700	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1; DRS1		3p14.3		
#180800	ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASIA		1q23.3, 17p12		
#181400	SCAPULOPERONEAL SYNDROME, NEUROGENIC, KAESER TYPE; SCPNK		2q35		
#181500	SCHIZOPHRENIA; SCZD		1p36.2, 1p36.22, 1q32.1, 1q42.2, 3p25.2, 3q13.31, 5q23-q35, 6p23, 6q13-q26, 8p21, 10q22.3, 11q14-q21, 13q14.2, 13q32, 13q33.2, 18p, 22q11.21, 22q11.21, 22q12.3, 22q12.3		
#182212	SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS		1p36.33-p36.32		
#182230	SEPTOOPTIC DYSPLASIA	PITUITARY HORMONE DEFICIENCY, COMBINED, 5, INCLUDED; CPHD5, INCLUDED	3p14.3		
#182601	SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT; SPG4		2p22.3		
#182940	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO; NTD	SPINA BIFIDA, INCLUDED	1p13.1, 1q23.2, 6q27, 17q12, 19q13.33		
#187600	THANATOPHORIC DYSPLASIA, TYPE I; TD1		4p16.3		
#188050	THROMBOPHILIA DUE TO THROMBIN DEFECT; THPH1	THROMBOSIS, PROTECTION AGAINST, INCLUDED	1p36.22, 6p25.1, 10q25.3, 11p11.2		
#188570	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT; GRTH		3p24.2		
#188580	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1; TTPP1		1q32.1		
#190300	TREMOR, HEREDITARY ESSENTIAL, 1; ETM1		3q13.31		
#192315	VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; RVCL		3p21.31		
#193300	VON HIPPEL-LINDAU SYNDROME; VHLS	VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED	3p25.3, 11q13.3		
#193500	WAARDENBURG SYNDROME, TYPE 1; WS1		2q36.1		
#194190	WOLF-HIRSCHHORN SYNDROME; WHS		4p16.3		
#200100	ABETALIPOPROTEINEMIA; ABL		4q23		
#200110	ABLEPHARON-MACROSTOMIA SYNDROME; AMS		2q37.3		
#201400	ACTH DEFICIENCY, ISOLATED; IAD		1q24.2		
#201450	ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD		1p31.1		
#202650	AGNATHIA-OTOCEPHALY COMPLEX; AGOTC		1q24.2		
#203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1; APMR1		3q26.3-q27.3	3:171200000-188200000	
#203800	ALSTROM SYNDROME; ALMS		2p13.1		
#204100	LEBER CONGENITAL AMAUROSIS 2; LCA2		1p31.3		
#205100	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2		2q33.1		
#206500	ANENCEPHALY; ANPH		5q22.3		
#206700	GILLESPIE SYNDROME; GLSP		3p26.1		
#206900	MICROPHTHALMIA, SYNDROMIC 3; MCOPS3	OPTIC NERVE HYPOPLASIA AND ABNORMALITIES OF THE CENTRAL NERVOUS SYSTEM, INCLUDED	3q26.33		
#208400	ASPARTYLGLUCOSAMINURIA; AGU		4q34.3		
#208540	RENAL-HEPATIC-PANCREATIC DYSPLASIA 1; RHPD1		3q22.1		
#209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	ONDINE-HIRSCHSPRUNG DISEASE, INCLUDED; OHD, INCLUDED	4p13, 5p13.2, 10q11.21, 12q23.2, 20q13.32		
#209885	BARBER-SAY SYNDROME; BBRSAY		2q37.3		
#209900	BARDET-BIEDL SYNDROME 1; BBS1		1p35.2, 3q11.2, 11q13.2		
#209920	BARE LYMPHOCYTE SYNDROME, TYPE II	BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP A, INCLUDED	1q21.3, 13q13.3, 16p13.13, 19p13.11		
#210000	BEHR SYNDROME; BEHRS		3q29		
#210200	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY; MCC1D		3q27.1		
#210210	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D		5q13.2		
#210600	SECKEL SYNDROME 1; SCKL1		3q23		
#210710	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I; MOPD1		2q14.2		
#211750	C SYNDROME		3q13.1-q13.2		
#212112	CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM		1q22		
#212138	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY; CACTD		3p21.31		
#212140	CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP		5q31.1		
#212720	MARTSOLF SYNDROME		1q41		
#213700	CEREBROTENDINOUS XANTHOMATOSIS; CTX		2q35		
#213980	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR		1q24.1		
#214500	CHEDIAK-HIGASHI SYNDROME; CHS		1q42.3		
#216360	COACH SYNDROME		4p15.32, 8q22.1, 16q12.2		
#216400	COCKAYNE SYNDROME A; CSA		5q12.1		
#217085	CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY; CHDTHP		2p15		
#218330	CRANIOECTODERMAL DYSPLASIA 1; CED1		3q21.3-q22.1		
#218700	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2; CHNG2		2q14.1		
#218800	CRIGLER-NAJJAR SYNDROME, TYPE I		2q37.1		
#219000	FRASER SYNDROME 1; FRASRS1		4q21.21		
#219500	CYSTATHIONINURIA		1p31.1		
#600118	WARBURG MICRO SYNDROME 1; WARBM1		2q21.3		
#600145	SACRAL DEFECT WITH ANTERIOR MENINGOCELE	CAUDAL DYSGENESIS SYNDROME, INCLUDED	1p13.1		
#600151	BARDET-BIEDL SYNDROME 3; BBS3		3q11.2		
#600430	CHROMOSOME 2q37 DELETION SYNDROME		2q37	2:230100000-242193529	
#600649	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE		1p32.3		
#600721	D-2-HYDROXYGLUTARIC ACIDURIA 1; D2HGA1		2q37.3		
#600795	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED; FTD3		3p11.2		
#600882	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B; CMT2B		3q21.3		
#601042	DYSTONIA 9; DYT9		1p34.2		
#601071	DEAFNESS, AUTOSOMAL RECESSIVE 9; DFNB9	AUDITORY NEUROPATHY, AUTOSOMAL RECESSIVE, 1, INCLUDED; AUNB1, INCLUDED	2p23.3		
#601110	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id; CDG1D		3q27.1		
#601152	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIA, WITH OPTIC ATROPHY; HMSN6A		1p36.22		
#601198	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1; HYPOC1	HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME, INCLUDED	3q13.3-q21.1		
#601367	STROKE, ISCHEMIC		1q24.2, 7q36.1, 11p11.2, 13q12.3, 14q23.1		
#601812	PREMATURE AGING SYNDROME, PENTTINEN TYPE; PENTT		5q32		
#601815	PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY; PHGDHD		1p12		
#601887	MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5; MHS5		1q32.1		
#602079	TRIMETHYLAMINURIA; TMAU		1q24.3		
#602342	PIERPONT SYNDROME; PRPTS		3q26.32		
#602390	HEMOCHROMATOSIS, TYPE 2A; HFE2A	HEMOCHROMATOSIS, TYPE 2, INCLUDED; HFE2, INCLUDED	1q21.1		
#602398	DESMOSTEROLOSIS		1p32.3		
#602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2	MIGRAINE, FAMILIAL BASILAR, INCLUDED	1q23.2		
#602501	MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP		3q26.32		
#602522	BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS; BARTS4A	SENSORINEURAL DEAFNESS WITH MILD RENAL DYSFUNCTION, INCLUDED	1p32.3		
#602531	GRANGE SYNDROME; GRNG		1q22		
#602668	MYOTONIC DYSTROPHY 2; DM2		3q21.3		
#602771	RIGID SPINE MUSCULAR DYSTROPHY 1; RSMD1		1p36.11		
#602849	MUENKE SYNDROME; MNKES		4p16.3		
#603034	MYASTHENIC SYNDROME, CONGENITAL, 5; CMS5		3p25.1		
#603147	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ic; CDG1C		1p31.3		
#603358	GRACILE SYNDROME		2q35		
#603472	NEURONAL INTRANUCLEAR INCLUSION DISEASE; NIID		1q21.2		
#603513	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1; CPSQ1		2q31.1		
#603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND		5q12.1		
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#604213	CHUDLEY-MCCULLOUGH SYNDROME; CMCS		1p13.3		
#604218	ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES; FENIB		3q26.1		
#604278	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION		4q13.3		
#604290	ACERULOPLASMINEMIA	HYPOCERULOPLASMINEMIA, INCLUDED	3q24-q25		
#604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3		3q28		
#604326	SPINOCEREBELLAR ATAXIA 12; SCA12		5q32		
#604348	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1; FASPS1		2q37.3		
#604352	FEBRILE SEIZURES, FAMILIAL, 4; FEB4		5q14.3		
#604356	DUANE RETRACTION SYNDROME 2; DURS2		2q31.1		
#604403	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2	FEBRILE SEIZURES, FAMILIAL, 3A, INCLUDED; FEB3A, INCLUDED	2q24.3		
#604484	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE; HMSNO		3q12.2		
#604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT		1p34.2		
#604757	CRANIOSYNOSTOSIS 2; CRS2		5q35.2		
#604772	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY; CPVT1		1q43		
#604928	WOLFRAM SYNDROME 2; WFS2		4q24		
#225400	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1; EDSKSCL1		1p36.22		
#225410	EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE; EDSDERMS		5q35.3		
#225500	ELLIS-VAN CREVELD SYNDROME; EVC		4p16.2, 4p16.2		
#225750	AICARDI-GOUTIERES SYNDROME 1; AGS1	AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT, INCLUDED	3p21.31		
#226960	LOWRY-WOOD SYNDROME; LWS		2q14.2		
#226980	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH EARLY-ONSET DIABETES MELLITUS		2p11.2		
#227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D2; FANCD2		3p25.3		
#227810	FANCONI-BICKEL SYNDROME; FBS		3q26.2		
#228600	HYALINE FIBROMATOSIS SYNDROME; HFS		4q21.21		
#230000	FUCOSIDOSIS		1p36.11		
#230350	GALACTOSEMIA III; GALAC3		1p36.11		
#230500	GM1-GANGLIOSIDOSIS, TYPE I	GM1-GANGLIOSIDOSIS, TYPE I, WITH CARDIAC INVOLVEMENT, INCLUDED	3p22.3		
#230600	GM1-GANGLIOSIDOSIS, TYPE II	GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED	3p22.3		
#230650	GM1-GANGLIOSIDOSIS, TYPE III		3p22.3		
#230740	GAPO SYNDROME; GAPOS		2p13.3		
#230900	GAUCHER DISEASE, TYPE II; GD2		1q22		
#231000	GAUCHER DISEASE, TYPE III; GD3	GAUCHER DISEASE, TYPE IIIA, INCLUDED	1q22		
#231005	GAUCHER DISEASE, TYPE IIIC; GD3C		1q22		
#231070	GERODERMA OSTEODYSPLASTICUM; GO		1q24.2		
#231530	3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY		4q25		
#231680	MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD	GLUTARIC ACIDEMIA IIA, INCLUDED; GA2A, INCLUDED	4q32.1, 15q24.2-q24.3, 19q13.41		
#232500	GLYCOGEN STORAGE DISEASE IV; GSD4	GSD IV, CLASSIC HEPATIC, INCLUDED	3p12.2		
#233400	PERRAULT SYNDROME 1; PRLTS1		5q23.1		
#234500	HARTNUP DISORDER; HND		5p15.33		
#235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1; AHUS1	HEMOLYTIC UREMIC SYNDROME, TYPICAL, INCLUDED	1q31.3, 1q31.3, 1q31.3		
#235730	MOWAT-WILSON SYNDROME; MOWS		2q22.3		
#236250	HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY	MTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED	1p36.22		
#236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblE COMPLEMENTATION TYPE; HMAE		5p15.31		
#236800	HYDROXYKYNURENINURIA		2q22.2		
#237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO		2q34		
#237900	HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATAL; HBLRTFN	BREAST MILK JAUNDICE, INCLUDED	2q37.1		
#239200	HYPERPARATHYROIDISM, NEONATAL SEVERE; NSHPT		3q13.3-q21.1		
#239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1; HPMRS1		1p36.11		
#239510	HYPERPROLINEMIA, TYPE II; HYRPRO2		1p36.13		
#241080	WOODHOUSE-SAKATI SYNDROME; WDSKS		2q31.1		
#241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS		1q42.3		
#241500	HYPOPHOSPHATASIA, INFANTILE	HYPOPHOSPHATASIA, PERINATAL LETHAL, INCLUDED	1p36.12		
#241510	HYPOPHOSPHATASIA, CHILDHOOD		1p36.12		
#242900	SCHIMKE IMMUNOOSSEOUS DYSPLASIA; SIOD		2q35		
#243000	INDIFFERENCE TO PAIN, CONGENITAL, AUTOSOMAL RECESSIVE; CIP	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IID, INCLUDED; HSAN2D, INCLUDED	2q24.3		
#243605	STROMME SYNDROME; STROMS		1q41		
#244460	KENNY-CAFFEY SYNDROME, TYPE 1; KCS1		1q42.3		
#245050	SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY; SCOTD		5p13.1		
#245400	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9		2p11.2		
#246450	3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD		1p36.11		
#246700	CHYLOMICRON RETENTION DISEASE; CMRD		5q31.1		
#247100	LIPOID PROTEINOSIS OF URBACH AND WIETHE		1q21.2		
#248250	HYPOMAGNESEMIA 3, RENAL; HOMG3	HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING, INCLUDED	3q28		
#248510	MANNOSIDOSIS, BETA A, LYSOSOMAL; MANSB		4q24		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#248800	MARINESCO-SJOGREN SYNDROME; MSS		5q31.2		
#249270	THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; TRMA		1q24.2		
#249400	MELANOSIS, NEUROCUTANEOUS; NCMS		1p13.2		
#249420	FRANK-TER HAAR SYNDROME; FTHS		5q35.1		
#249500	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1; MRT1		4q26		
#250410	RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES; RPSKA		5q12.3		
#250620	3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD		2q32.2		
#250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG		1q43		
#251100	METHYLMALONIC ACIDURIA, cblA TYPE		4q31.21		
#251280	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1		5q31.3		
#251290	PSEUDO-TORCH SYNDROME 1; PTORCH1		5q13.2		
#251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE); MTDPS3		2p13.1		
#252010	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1		5q11.2		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB		5q11.2		
#253010	MUCOPOLYSACCHARIDOSIS, TYPE IVB; MPS4B		3p22.3		
#253200	MUCOPOLYSACCHARIDOSIS, TYPE VI; MPS6		5q14.1		
#253260	BIOTINIDASE DEFICIENCY		3p25.1		
