OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 6, 7, 8, 9, 10, 11, 12)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#207900	ARGININOSUCCINIC ACIDURIA		7q11.21		
#208150	FETAL AKINESIA DEFORMATION SEQUENCE 1; FADS1		9q31.3		
#208900	ATAXIA-TELANGIECTASIA; AT	AT, COMPLEMENTATION GROUP A, INCLUDED; ATA, INCLUDED	11q22.3		
#208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	9p21.1		
#209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	ONDINE-HIRSCHSPRUNG DISEASE, INCLUDED; OHD, INCLUDED	4p13, 5p13.2, 10q11.21, 12q23.2, 20q13.32		
#209900	BARDET-BIEDL SYNDROME 1; BBS1		1p35.2, 3q11.2, 11q13.2		
#211180	BOWEN-CONRADI SYNDROME; BWCNS		12p13.31		
#212050	CANDIDIASIS, FAMILIAL, 2; CANDF2		9q34.3		
#212350	SENGERS SYNDROME		7q34		
#212750	CELIAC DISEASE, SUSCEPTIBILITY TO, 1; CELIAC1		6p21.32, 6p21.32		
#212840	GORDON HOLMES SYNDROME; GDHS		7p22.1		
#213000	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY; CHEGDD		8q23.1		
#213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2		9q34.3		
#213300	JOUBERT SYNDROME 1; JBTS1		9q34.3		
#213600	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1		8p11.21		
#214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 1, INCLUDED; CG1, INCLUDED	7q21.2		
#214110	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 2, INCLUDED; CG2, INCLUDED	12p13.31		
#214150	CEREBROOCULOFACIOSKELETAL SYNDROME 1; COFS1		10q11.23		
#214400	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A; CMT4A		8q21.11		
#214800	CHARGE SYNDROME		7q21.11, 8q12.2		
#215100	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1		6q23.3		
#215600	CIRRHOSIS, FAMILIAL	CIRRHOSIS, FAMILIAL, WITH PULMONARY HYPERTENSION, INCLUDED	12q13.13, 12q13.13		
#215700	CITRULLINEMIA, CLASSIC		9q34.11		
#216340	YUNIS-VARON SYNDROME; YVS		6q21		
#216360	COACH SYNDROME		4p15.32, 8q22.1, 16q12.2		
#216550	COHEN SYNDROME; COH1		8q22.2		
#217090	PLASMINOGEN DEFICIENCY, TYPE I	LIGNEOUS CONJUNCTIVITIS, INCLUDED	6q26		
#218040	COSTELLO SYNDROME; CSTLO	MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES, INCLUDED; CMEMS, INCLUDED	11p15.5		
#218340	TEMTAMY SYNDROME; TEMTYS		12p13.31		
#218400	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR		6q22.31		
#218600	BALLER-GEROLD SYNDROME; BGS		8q24.3		
#219150	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA; ARCL3A		10q24.1		
#219200	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA; ARCL2A		12q24.31		
#219730	VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE; VMCKD		9q33.3		
#600142	CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL		10q26.13		
#600143	CEROID LIPOFUSCINOSIS, NEURONAL, 8; CLN8		8p23.3		
#600175	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIII; HMN8		12q24.11		
#600224	SPINOCEREBELLAR ATAXIA 5; SCA5		11q13.2		
#600257	CHROMOSOME 8q12.1-q21.2 DELETION SYNDROME		8q12.2-q21.2	8:60600000-85900000	
#600268	OCULOECTODERMAL SYNDROME; OES		12p12.1		
#600376	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 2; HHT2	PULMONARY ARTERIAL HYPERTENSION, HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED, INCLUDED	12q13.13		
#600462	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1		12q24.33		
#600512	EPILEPSY, FAMILIAL TEMPORAL LOBE, 1; ETL1		10q23.33		
#600794	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VA; HMN5A		7p14.3, 11q12.3		
#600901	FANCONI ANEMIA, COMPLEMENTATION GROUP E; FANCE		6p21.31		
#601005	TIMOTHY SYNDROME; TS		12p13.33		
#601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1		8q24.11-q24.12		
#601162	SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT; SPG9A		10q24.1		
#601224	POTOCKI-SHAFFER SYNDROME		11p11.2	11:43400000-48800000	
#601317	DEAFNESS, AUTOSOMAL DOMINANT 11; DFNA11		11q13.5		
#601358	NICOLAIDES-BARAITSER SYNDROME; NCBRS		9p24.3		
#601367	STROKE, ISCHEMIC		1q24.2, 7q36.1, 11p11.2, 13q12.3, 14q23.1		
#601382	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B1; CMT4B1		11q21		
#601390	VAN MALDERGEM SYNDROME 1; VMLDS1		11p15.4		
#601455	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D; CMT4D		8q24.22		
#601457	SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE		11p12, 11p12		
#601472	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2D; CMT2D		7p14.3		
#601536	ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME; ABDS	BOSLEY-SALIH-ALORAINY SYNDROME, INCLUDED; BSAS, INCLUDED	7p15.2		
#601539	PEROXISOME BIOGENESIS DISORDER 1B; PBD1B		7q21.2		
#601650	PARAGANGLIOMAS 2; PGL2		11q12.2		
#601707	CURRY-JONES SYNDROME; CRJS		7q32.1		
#601803	PALLISTER-KILLIAN SYNDROME; PKS	HEXASOMY 12p, MOSAIC, INCLUDED	12p		
#602014	HYPOMAGNESEMIA 1, INTESTINAL; HOMG1		9q21.13		
#602032	ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4		12q13.13		
#602081	SPEECH-LANGUAGE DISORDER 1; SPCH1		7q31.1		
#602083	USHER SYNDROME, TYPE IF; USH1F		10q21.1		
#602152	RHYNS SYNDROME; RHYNS		8q22.1		
#602361	GRACILE BONE DYSPLASIA; GCLEB		11q12.1		
#602433	AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4		9q34.13		
#602482	AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3		6p25.3		
#602485	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3		7p13		
#602629	DYSTONIA 6, TORSION; DYT6		8p11.21		
#602875	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDM		9p13.3		
#603194	MECKEL SYNDROME, TYPE 2; MKS2		11q12.2		
#603471	CITRULLINEMIA, TYPE II, ADULT-ONSET; CTLN2		7q21.3		
#603552	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4		6q24.2		
#603553	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2; FHL2		10q22.1		
#603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT; SPG8		8q24.13		
#603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F		6q15		
#603736	OHDO SYNDROME, SBBYS VARIANT; SBBYSS		10q22.2		
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#603903	SICKLE CELL ANEMIA		11p15.4		
#604187	SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT; SPG10		12q13.3		
#604250	HEMOCHROMATOSIS, TYPE 3; HFE3		7q22.1		
#604320	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 1; DSMA1		11q13.3		
#604369	SALLA DISEASE; SD		6q13		
#604391	ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1		11q21		
#604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2, WITH EARLY-ONSET GLAUCOMA, INCLUDED	11p15.4		
#604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3		9q33.2		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC		9q22.32		
#228000	FARBER LIPOGRANULOMATOSIS; FRBRL		8p22		
#229300	FRIEDREICH ATAXIA; FRDA	FRIEDREICH ATAXIA WITH RETAINED REFLEXES, INCLUDED; FARR, INCLUDED	9q21.11		
#229600	FRUCTOSE INTOLERANCE, HEREDITARY; HFI		9q31.1		
#229700	FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY; FBP1D		9q22.32		
#230400	GALACTOSEMIA I; GALAC1	GALACTOSEMIA, DUARTE VARIANT, INCLUDED	9p13.3		
#230450	GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO		6p12.1		
#231050	GELEOPHYSIC DYSPLASIA 1; GPHYSD1		9q34.2		
#231550	ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME; AAAS	ACHALASIA-ALACRIMA SYNDROME, INCLUDED	12q13.13		
#233600	IMMUNODEFICIENCY 59 AND HYPOGLYCEMIA; IMD59		11q23.3		
#234050	TRICHOTHIODYSTROPHY 4, NONPHOTOSENSITIVE; TTD4		7p14.1		
#235800	HISTIDINEMIA		12q23.1		
#236500	MULTINUCLEATED NEURONS, ANHYDRAMNIOS, RENAL DYSPLASIA, CEREBELLAR HYPOPLASIA, AND HYDRANENCEPHALY; MARCH		10q23.33		
#236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1		9q34.13		
#236680	HYDROLETHALUS SYNDROME 1; HLS1		11q24.2		
#236690	HYDROCEPHALUS, NORMAL-PRESSURE, 1; HYDNP1		10q25.1		
#238700	HYPERLYSINEMIA, TYPE I		7q31.32		
#239000	PAGET DISEASE OF BONE 5, JUVENILE-ONSET; PDB5		8q24.12		
#239850	CANTU SYNDROME		12p12.1		
#240600	GLYCOGEN STORAGE DISEASE 0, LIVER; GSD0A		12p12.1		
#240800	HYPOGLYCEMIA, LEUCINE-INDUCED; LIH		11p15.1		
#241200	BARTTER SYNDROME, TYPE 2, ANTENATAL; BARTS2		11q24.3		
#241800	PALLISTER-HALL-LIKE SYNDROME; PHLS		7p14.1, 7q32.1		
#243310	BARAITSER-WINTER SYNDROME 1; BRWS1		7p22.1		
#243700	HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE; HIES2		9p24.3		
#244400	CILIARY DYSKINESIA, PRIMARY, 1; CILD1	KARTAGENER SYNDROME, INCLUDED	9p13.3		
#244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS		12q24.11		
#245000	PAPILLON-LEFEVRE SYNDROME; PALS		11q14.2		
#245150	KEUTEL SYNDROME; KTLS		12p12.3		
#245348	PYRUVATE DEHYDROGENASE E2 DEFICIENCY; PDHDD		11q23.1		
