HGNC ID,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Locus type,Locus group,Ensembl gene ID,NCBI Gene ID(supplied by NCBI),Ensembl ID(supplied by Ensembl),UniProt ID(supplied by UniProt),Mouse genome database ID(supplied by MGI),Rat genome database ID(supplied by RGD),chr,MIM_Number,morbid,phen,phen_MIM_number,inheritance,phen_additional,phen_MIM_number_additional,inheritance_additional,ClinicalSynopsis,Neurologic_ClinicalSynopsis,intellectual_disability,seizures,motor_development,language_development,spasticity,ataxia,gene_category,pseudoautosomal,f_m_misc_OMIM,monogenic_disorder,Function [CC],Gene ontology (biological process),Gene ontology (molecular function),Subcellular location [CC],Subunit structure [CC],Chromosome/scaffold name,Gene start (bp),Gene end (bp),Karyotype band,pLI,LOEUF,syn_z,mis_z,exp_lof,CpG_density,transcript_ID,exon_score,promoter_score,CDS_length,number_paralogues_90_perc,paralogues_90_perc,paralogues_90_logic,number_paralogues_95_perc,paralogues_95_perc,paralogues_95_logic,tau,max_expression_log2,max_tissue,tissue_specificity,Other_Brain_tissues,Cerebellar_tissues,brain_high,XCI,BS_Pre_Post,BS_Pre_Post1,BS_Pre_Post2,BS_Post1_Post2,gene_group
HGNC:22997,RTL3,retrotransposon Gag like 3,Approved,ZCCHC5,"FLJ38865, Mar3, Mart3, ZHC5, SIRH9",Xq21.1,gene with protein product,protein-coding gene,ENSG00000179300,203430,ENSG00000179300,Q8N8U3,MGI:2685221,RGD:1564805,X,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: May function as a transcriptional regulator. Plays a role in postnatal myogenesis, may be involved in the regulation of satellite cells self-renewal. {ECO:0000250|UniProtKB:Q6P1Y1}.","",nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270],SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q6P1Y1}.,"",X,78656068,78659328,q21.1,4.4007e-11,1.858,-1.865,-1.9273,10.749,0.10544132745081718,ENST00000321110,0.16785714285714287,0.27160709822544365,1428,,,,,,,0.7954420291207065,1.8224405603018108,Esophagus - Gastroesophageal Junction,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23019,ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2",Approved,U2AF1L2,"U2AF1-RS2, URP, ZC3H22",Xp22.2,gene with protein product,protein-coding gene,ENSG00000169249,8233,ENSG00000169249,Q15696,MGI:103287,RGD:1559763,X,300028,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Pre-mRNA-binding protein required for splicing of both U2- and U12-type introns. Selectively interacts with the 3'-splice site of U2- and U12-type pre-mRNAs and promotes different steps in U2 and U12 intron splicing. Recruited to U12 pre-mRNAs in an ATP-dependent manner and is required for assembly of the prespliceosome, a precursor to other spliceosomal complexes. For U2-type introns, it is selectively and specifically required for the second step of splicing. {ECO:0000269|PubMed:21041408, ECO:0000269|PubMed:9237760}.","mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; spliceosomal complex assembly [GO:0000245]",identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; pre-mRNA 3'-splice site binding [GO:0030628],SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15146077}.,"SUBUNIT: Component of the U11/U12 snRNPs that are part of the U12-type spliceosome. Interacts (via RS domain) with SRSF1 and SRSF2. Interacts with U2AF2/U2AF65. {ECO:0000269|PubMed:15146077, ECO:0000269|PubMed:21041408, ECO:0000269|PubMed:9237760}.",X,15790472,15823260,p22.2,0.99963,0.132,0.2755,1.4554,22.686,0.5119709633378843,ENST00000307771,0.7971704623878537,0.07428142964258935,1449,,,,,,,0.1752972158293394,5.317488590688024,Uterus,broadly expressed,3.9394052577044287,4.884798145743497,FALSE,high confidence escapee,no_difference_Pre_Post,Pre_higher_vs_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23068,TRAPPC2,trafficking protein particle complex 2,Approved,SEDL,"TRS20, SEDT, MIP-2A, ZNF547L, hYP38334",Xp22.2,gene with protein product,protein-coding gene,ENSG00000196459,6399,ENSG00000196459,P0DI81,MGI:1913476,RGD:1306925,X,300202,TRUE,Spondyloepiphyseal dysplasia tarda,313400,X-linked recessive,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,TRUE,confirmed,FUNCTION: Prevents transcriptional repression and induction of cell death by ENO1 (By similarity). May play a role in vesicular transport from endoplasmic reticulum to Golgi. {ECO:0000250}.,"COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; regulation of transcription, DNA-templated [GO:0006355]; skeletal system development [GO:0001501]",ion channel binding [GO:0044325]; transcription factor binding [GO:0008134],"SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:11031107}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:11031107}. Nucleus {ECO:0000269|PubMed:20498720, ECO:0000269|PubMed:25918224}. Cytoplasm {ECO:0000269|PubMed:20498720}. Note=Localized in perinuclear granular structures. {ECO:0000269|PubMed:11031107}.","SUBUNIT: Can homodimerize. Component of the multisubunit TRAPP (transport protein particle) complex, which includes TRAPPC2, TRAPPC2L, TRAPPC3, TRAPPC3L, TRAPPC4, TRAPPC5, TRAPPC8, TRAPPC9, TRAPPC10, TRAPPC11 and TRAPPC12. Interacts with ENO1, PITX1 and SF1. {ECO:0000269|PubMed:11805826, ECO:0000269|PubMed:19416478, ECO:0000269|PubMed:20498720, ECO:0000269|PubMed:21525244}.",X,13712244,13734635,p22.2,0.002414,1.746,-0.42884,1.5318,4.6392,0.5596838542552991,ENST00000380579,0.9638297872340426,0.07538115471132217,423,1,"TRAPPC2B (80, 100, chr19)",TRUE,,,,0.27391883430235264,4.941068740273871,Cerebellar_tissues,broadly expressed,3.5643903637378727,4.941068740273871,TRUE,high confidence escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,confirmed monogenic disorder
HGNC:23086,USP51,ubiquitin specific peptidase 51,Approved,,,Xp11.21,gene with protein product,protein-coding gene,ENSG00000247746,158880,ENSG00000247746,Q70EK9,MGI:3588217,RGD:1562211,X,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Specifically deubiquitinates 'Lys-14' (H2AK13Ub) and 'Lys-16'(H2AK15Ub) of histone H2A regulating the DNA damage response at double-strand breaks (DSBs) (PubMed:27083998). USP51 is recruited to chromatin after DNA damage and regulates the dynamic assembly/disassembly of TP53BP1 and BRCA1. Exhibits also activity for 'Lys-27' or 'Lys-63'-linked di-ubiquitin (PubMed:27083998). {ECO:0000269|PubMed:27083998}.,DNA repair [GO:0006281]; histone deubiquitination [GO:0016578]; protein deubiquitination [GO:0016579]; regulation of cell cycle process [GO:0010564]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]; regulation of response to DNA damage stimulus [GO:2001020]; ubiquitin-dependent protein catabolic process [GO:0006511],chromatin binding [GO:0003682]; histone binding [GO:0042393]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; zinc ion binding [GO:0008270],"SUBCELLULAR LOCATION: Chromosome {ECO:0000305|PubMed:27083998}. Note=Upon DNA damage, chromatin-bound USP51 disassociates from chromatin immediately following DNA damage and reassociates with chromatin following DNA repair. {ECO:0000269|PubMed:27083998}.",SUBUNIT: Interacts with H2A (PubMed:27083998). {ECO:0000269|PubMed:27083998}.,X,55484616,55489202,p11.21,0.12613,0.653,-1.4765,1.1345,14.026,0.49151415271633847,ENST00000500968,0.7579588014981273,0.4297425643589103,2136,,,,,,,0.46635815848183293,2.5028957545067163,Ovary,broadly expressed,1.4680984274406828,2.080862286427745,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,no disorder
HGNC:23148,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,Approved,,FLJ11323,Xp22.33 and Yp11.32,gene with protein product,protein-coding gene,ENSG00000182378,55344,ENSG00000182378,Q9NUJ7,MGI:2685422,RGD:1560935,X,300974,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,TRUE,,no disorder,"",lipid metabolic process [GO:0006629],phosphoric diester hydrolase activity [GO:0008081],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22732399}.,"",X,276322,303356,p22.33,4.3087e-10,1.627,-2.3946,-1.5257,13.301,0.521196982957842,ENST00000381657,0.5353909465020577,0.03861187672262591,972,,,,,,,0.36156299679387394,5.127323743867532,Cerebellar_tissues,broadly expressed,3.0148747839120995,5.127323743867532,TRUE,low confidence escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23250,DGAT2L6,diacylglycerol O-acyltransferase 2 like 6,Approved,,"DC3, FLJ25989",Xq13.1,gene with protein product,protein-coding gene,ENSG00000184210,347516,ENSG00000184210,Q6ZPD8,MGI:3045268,RGD:1596935,X,300926,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Diglyceride acyltransferase that uses fatty acyl-CoA as substrate (PubMed:15671038). Particularly active with oleate as a substrate (PubMed:15671038). Has no wax synthase activity to produce wax esters (PubMed:15671038). Able to use 1-monoalkylglycerol (1-MAkG) as an acyl acceptor for the synthesis of monoalkyl-monoacylglycerol (MAMAG) (PubMed:28420705). {ECO:0000269|PubMed:15671038, ECO:0000269|PubMed:28420705}.",acylglycerol acyl-chain remodeling [GO:0036155]; lipid metabolic process [GO:0006629]; monoacylglycerol biosynthetic process [GO:0006640],O-acyltransferase activity [GO:0008374],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000255}.,"",X,70177483,70205704,q13.1,5.5267e-11,1.665,-0.73812,-0.48618,13.675,0.20445036135412706,ENST00000333026,0.5900394477317554,0.08980254936265934,1014,,,,,,,0.9452640253130203,0.7976671280384576,Skin - Not Sun Exposed (Suprapubic),tissue-specific,0,0,FALSE,variable escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23251,AWAT2,acyl-CoA wax alcohol acyltransferase 2,Approved,DGAT2L4,MFAT,Xq13.1,gene with protein product,protein-coding gene,ENSG00000147160,158835,ENSG00000147160,Q6E213,MGI:3045345,RGD:1565111,X,300925,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Acyltransferase that catalyzes the formation of ester bonds between fatty alcohols and fatty acyl-CoAs to form wax monoesters (PubMed:15220349, PubMed:15671038, PubMed:16106050, PubMed:28420705). Shows a preference for medium chain acyl-CoAs from C12 to C16 in length and fatty alcohols shorter than C20, as the acyl donors and acceptors, respectively (PubMed:15220349, PubMed:15671038). Also possesses acyl-CoA retinol acyltransferase (ARAT) activity that catalyzes 11-cis-specific retinyl ester synthesis (PubMed:16106050, PubMed:24799687). Shows higher catalytic efficiency toward 11-cis-retinol versus 9-cis-retinol, 13-cis-retinol, and all-trans-retinol substrates (PubMed:24799687). {ECO:0000269|PubMed:15220349, ECO:0000269|PubMed:15671038, ECO:0000269|PubMed:16106050, ECO:0000269|PubMed:24799687, ECO:0000269|PubMed:28420705}.",acylglycerol acyl-chain remodeling [GO:0036155]; lipid metabolic process [GO:0006629]; monoacylglycerol biosynthetic process [GO:0006640]; retinoid metabolic process [GO:0001523]; wax biosynthetic process [GO:0010025],2-acylglycerol O-acyltransferase activity [GO:0003846]; arachidoyl-CoA:1-dodecanol O-acyltransferase activity [GO:0102966]; long-chain-alcohol O-fatty-acyltransferase activity [GO:0047196]; O-acyltransferase activity [GO:0008374]; retinol O-fatty-acyltransferase activity [GO:0050252],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q6E1M8}; Multi-pass membrane protein {ECO:0000255}.,SUBUNIT: Monomer. {ECO:0000250|UniProtKB:Q6E1M8}.,X,70040542,70049938,q13.1,0.18858,0.711,-0.40383,1.2812,10.911,0.19257357298044636,ENST00000276101,0.5867265469061876,0.03524118970257436,1002,,,,,,,0.9534596440963704,2.2454256864583115,Skin - Not Sun Exposed (Suprapubic),tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23252,AWAT1,acyl-CoA wax alcohol acyltransferase 1,Approved,DGAT2L3,,Xq13.1,gene with protein product,protein-coding gene,ENSG00000204195,158833,ENSG00000204195,Q58HT5,MGI:3588200,RGD:1587163,X,300924,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Acyltransferase that catalyzes the formation of ester bonds between fatty alcohols and fatty acyl-CoAs to form wax monoesters (PubMed:15671038). Shows a strong preference for decyl alcohol (C10), with less activity towards C16 and C18 alcohols (PubMed:15671038). Shows a strong preference for saturated acyl-CoAs (PubMed:15671038). {ECO:0000269|PubMed:15671038}.",arachidonic acid metabolic process [GO:0019369]; lipid metabolic process [GO:0006629]; wax biosynthetic process [GO:0010025],arachidoyl-CoA:1-dodecanol O-acyltransferase activity [GO:0102966]; long-chain-alcohol O-fatty-acyltransferase activity [GO:0047196]; O-acyltransferase activity [GO:0008374],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q6E213}; Multi-pass membrane protein {ECO:0000255}.,"",X,70234655,70240659,q13.1,2.6614e-4,1.192,-0.22164,0.2557,11.023,0.14095646794414993,ENST00000374521,0.5843971631205673,0.11347163209197701,987,,,,,,,0.9404605492522253,0.36563319345691425,Skin - Not Sun Exposed (Suprapubic),tissue-specific,0,0,FALSE,low confidence non-escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:2332,CPXCR1,CPX chromosome region candidate 1,Approved,,CT77,Xq21.31,gene with protein product,protein-coding gene,ENSG00000147183,53336,ENSG00000147183,Q8N123,MGI:2685989,RGD:2321886,X,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","","","","",X,88747225,88754785,q21.31,,,-0.19044,-0.56313,,0.3733048061600865,ENST00000276127,0.08443708609271523,0.042364408897775555,906,,,,,,,0.9767441860465116,3.4085216627056063,Testis,tissue-specific,0,0,FALSE,low confidence escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23357,MCTS1,MCTS1 re-initiation and release factor,Approved,,MCT-1,Xq24,gene with protein product,protein-coding gene,ENSG00000232119,28985,ENSG00000232119,Q9ULC4,MGI:1916245,RGD:1566390,X,300587,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Anti-oncogene that plays a role in cell cycle regulation; decreases cell doubling time and anchorage-dependent growth; shortens the duration of G1 transit time and G1/S transition. When constitutively expressed, increases CDK4 and CDK6 kinases activity and CCND1/cyclin D1 protein level, as well as G1 cyclin/CDK complex formation. Involved in translation initiation; promotes recruitment of aminoacetyled initiator tRNA to P site of 40S ribosomes. Can promote release of deacylated tRNA and mRNA from recycled 40S subunits following ABCE1-mediated dissociation of post-termination ribosomal complexes into subunits. Plays a role as translation enhancer; recruits the density-regulated protein/DENR and binds to the cap complex of the 5'-terminus of mRNAs, subsequently altering the mRNA translation profile; up-regulates protein levels of BCL2L2, TFDP1, MRE11, CCND1 and E2F1, while mRNA levels remains constant. Hyperactivates DNA damage signaling pathway; increased gamma-irradiation-induced phosphorylation of histone H2AX, and induces damage foci formation. Increases the overall number of chromosomal abnormalities such as larger chromosomes formation and multiples chromosomal fusions when overexpressed in gamma-irradiated cells. May play a role in promoting lymphoid tumor development: lymphoid cell lines overexpressing MCTS1 exhibit increased growth rates and display increased protection against apoptosis. May contribute to the pathogenesis and progression of breast cancer via promotion of angiogenesis through the decline of inhibitory THBS1/thrombospondin-1, and inhibition of apoptosis. Involved in the process of proteasome degradation to down-regulate Tumor suppressor p53/TP53 in breast cancer cell; Positively regulates phosphorylation of MAPK1 and MAPK3. Involved in translation initiation; promotes aminoacetyled initiator tRNA to P site of 40S ribosomes. Can promote release of deacylated tRNA and mRNA from recycled 40S subunits following ABCE1-mediated dissociation of post-termination ribosomal complexes into subunits. {ECO:0000269|PubMed:10440924, ECO:0000269|PubMed:11709712, ECO:0000269|PubMed:12637315, ECO:0000269|PubMed:15897892, ECO:0000269|PubMed:16322206, ECO:0000269|PubMed:16982740, ECO:0000269|PubMed:17016429, ECO:0000269|PubMed:17416211, ECO:0000269|PubMed:20713520, ECO:0000269|PubMed:9766643}.",cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; formation of translation preinitiation complex [GO:0001731]; IRES-dependent viral translational initiation [GO:0075522]; positive regulation of cell population proliferation [GO:0008284]; regulation of growth [GO:0040008]; ribosome disassembly [GO:0032790]; translation reinitiation [GO:0002188],translation initiation factor activity [GO:0003743],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11709712, ECO:0000269|PubMed:16982740}. Note=Nuclear relocalization after DNA damage.",SUBUNIT: Interacts (via PUA domain) with DENR. {ECO:0000269|PubMed:16982740}.,X,120594010,120621159,q24,0.87474,0.441,0.86037,2.0473,6.7781,0.37811608163706256,ENST00000371317,0.9787545787545787,0.35028742814296426,546,1,"MCTS2P (93, 94, chr20)",TRUE,1,"MCTS2P (93, 94, chr20)",TRUE,0.24952378629167563,5.391644007950662,Cells - EBV-transformed lymphocytes,broadly expressed,3.5955872026345386,3.9909231026094494,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,no disorder
HGNC:23483,DOCK11,dedicator of cytokinesis 11,Approved,,"FLJ32122, FLJ43653, ZIZ2, ACG",Xq24,gene with protein product,protein-coding gene,ENSG00000147251,139818,ENSG00000147251,Q5JSL3,MGI:1923224,RGD:1564707,X,300681,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Guanine nucleotide-exchange factor (GEF) that activates CDC42 by exchanging bound GDP for free GTP. Required for marginal zone (MZ) B-cell development, is associated with early bone marrow B-cell development, MZ B-cell formation, MZ B-cell number and marginal metallophilic macrophages morphology. Facilitates filopodia formation through the activation of CDC42. {ECO:0000250|UniProtKB:A2AF47}.",B cell homeostasis [GO:0001782]; blood coagulation [GO:0007596]; marginal zone B cell differentiation [GO:0002315]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; small GTPase mediated signal transduction [GO:0007264],guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089],"",SUBUNIT: Interacts with CDC42. {ECO:0000250|UniProtKB:A2AF47}.,X,118495898,118686163,q24,0.012097,0.373,0.73053,2.6842,77.966,0.5868338717959348,ENST00000276204,0.8816811036252807,0.315296175956011,6234,1,"DOCK9 (59, 58, chr13)",TRUE,,,,0.4026224443455888,5.536814467053337,Adipose - Subcutaneous,broadly expressed,1.4824301248053535,1.0934384816637348,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:23485,MORC4,MORC family CW-type zinc finger 4,Approved,ZCWCC2,"ZCW4, FLJ11565",Xq22.3,gene with protein product,protein-coding gene,ENSG00000133131,79710,ENSG00000133131,Q8TE76,MGI:1922996,RGD:1559905,X,300970,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","",zinc ion binding [GO:0008270],SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:17608765}.,"",X,106813871,107000212,q22.3,0.99783,0.249,-0.89781,1.3623,31.168,0.7229852470085918,ENST00000355610,0.7860341151385928,0.23894026493376655,2814,,,,,,,0.29991146134522906,4.681741597901612,Adrenal Gland,broadly expressed,1.7167407324364143,2.5869220323673043,FALSE,low confidence non-escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23502,SLITRK4,SLIT and NTRK like family member 4,Approved,,DKFZp547M2010,Xq27.3,gene with protein product,protein-coding gene,ENSG00000179542,139065,ENSG00000179542,Q8IW52,MGI:2442509,RGD:1588563,X,300562,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: It is involved in synaptogenesis and promotes synapse differentiation (PubMed:27812321). Suppresses neurite outgrowth (By similarity). {ECO:0000250|UniProtKB:Q810B8, ECO:0000269|PubMed:27812321}.",axonogenesis [GO:0007409]; positive regulation of synapse assembly [GO:0051965]; regulation of presynapse assembly [GO:1905606]; regulation of synapse organization [GO:0050807],"",SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:27812321}.,SUBUNIT: Interacts (via LRR 1 and 2 repeats) with PTPRD (via extracellular domain). {ECO:0000250|UniProtKB:Q810B8}.,X,143622790,143636101,q27.3,0.79447,0.422,1.087,1.9674,18.395,0.6093308448869578,ENST00000356928,0.9248210023866349,0.37395651087228193,2514,,,,,,,0.7705960141887781,4.015386058803707,Cerebellar_tissues,tissue-specific,2.1666222612083716,4.015386058803707,TRUE,low confidence non-escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:2370,MED14,mediator complex subunit 14,Approved,"CXorf4, CRSP2","EXLM1, CRSP150, TRAP170, RGR1, CSRP",Xp11.4,gene with protein product,protein-coding gene,ENSG00000180182,9282,ENSG00000180182,O60244,MGI:1349442,RGD:1560170,X,300182,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. {ECO:0000269|PubMed:15340088, ECO:0000269|PubMed:15625066, ECO:0000269|PubMed:16595664}.","positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; stem cell population maintenance [GO:0019827]; transcription initiation from RNA polymerase II promoter [GO:0006367]",nuclear receptor transcription coactivator activity [GO:0030374]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; vitamin D receptor binding [GO:0042809],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,"SUBUNIT: Interacts with GATA1 (By similarity). Component of the Mediator complex, which is composed of MED1, MED4, MED6, MED7, MED8, MED9, MED10, MED11, MED12, MED13, MED13L, MED14, MED15, MED16, MED17, MED18, MED19, MED20, MED21, MED22, MED23, MED24, MED25, MED26, MED27, MED29, MED30, MED31, CCNC, CDK8 and CDC2L6/CDK11. The MED12, MED13, CCNC and CDK8 subunits form a distinct module termed the CDK8 module. Mediator containing the CDK8 module is less active than Mediator lacking this module in supporting transcriptional activation. Individual preparations of the Mediator complex lacking one or more distinct subunits have been variously termed ARC, CRSP, DRIP, PC2, SMCC and TRAP. Interacts with AR, ESR1, SREBF1 and STAT2. {ECO:0000250, ECO:0000269|PubMed:10024883, ECO:0000269|PubMed:10235266, ECO:0000269|PubMed:10235267, ECO:0000269|PubMed:11867769, ECO:0000269|PubMed:12218053, ECO:0000269|PubMed:12509459, ECO:0000269|PubMed:15175163, ECO:0000269|PubMed:15340088, ECO:0000269|PubMed:15625066, ECO:0000269|PubMed:15989967, ECO:0000269|PubMed:16595664, ECO:0000269|PubMed:9734358}.",X,40648305,40735858,p11.4,1,0.092,1.5661,4.1329,51.732,0.6889952153110048,ENST00000324817,0.9627262313860252,0.15736065983504124,4365,,,,,,,0.2134079644635194,4.629158418055764,Cells - EBV-transformed lymphocytes,broadly expressed,2.4895506423261677,3.913612298460948,FALSE,variable escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,no disorder
HGNC:23793,MAGED4,MAGE family member D4,Approved,,"MAGE1, MGC3210, KIAA1859, MAGE-E1",Xp11.22,gene with protein product,protein-coding gene,ENSG00000154545,728239,ENSG00000154545,Q96JG8,,,X,300702,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: May enhance ubiquitin ligase activity of RING-type zinc finger-containing E3 ubiquitin-protein ligases. Proposed to act through recruitment and/or stabilization of the Ubl-conjugating enzyme (E2) at the E3:substrate complex. {ECO:0000269|PubMed:20864041}.,"","","",SUBUNIT: Interacts with TRIM27. {ECO:0000269|PubMed:20864041}.,X,52184823,52192268,p11.22,0.32367,1.852,1.4248,0.84201,0.39332,0.4572292785009914,ENST00000599522,0.6238786279683377,0.18880279930017496,2274,1,"MAGED4B (100, 100, chrX)",TRUE,1,"MAGED4B (100, 100, chrX)",TRUE,0.8862808661624708,0.20860715232553262,Pituitary,tissue-specific,0.058338386979734695,0.04193395038312125,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:23795,MAGEB5,MAGE family member B5,Approved,,"MAGE-B5, CT3.3",Xp21.3,gene with protein product,protein-coding gene,ENSG00000188408,347541,ENSG00000188408,Q9BZ81,"MGI:2148169, MGI:3712084",RGD:1563078,X,300466,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","","","","",X,26216169,26218270,p21.3,,,0.57116,0.2494,,0.12924167447501783,ENST00000602297,0.07270531400966183,0.017895526118470385,828,,,,,,,0.9759645927698682,1.5487719814860978,Testis,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
